master_id	canonical_name	canonical_reading	old_names	alternative_names	prefecture	address	coordinates	main_deity_ids	secondary_deity_ids	related_clan_ids	shrine_rank_ancient	shrine_rank_modern	founding_year_estimated	founding_legend	notes	verified_status	verification_dimension	verified_at	verified_by	verification_source	coordinates_accuracy	coordinates_source	coordinates_verified_at	visualization_confidence	coordinates_source_url	coordinates_note
SHR-699	近江八幡神社(野洲)	おうみやすはちまん	-	-	滋賀県	野洲市	-	DEI-181|DEI-182|DEI-183|DEI-184	-	-	-	村社	中世	近江野洲鎮守	近江八幡	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-705	沖縄波上宮	なみのうえぐう	-	波上宮	沖縄県	那覇市若狭	26.2231,127.6669	DEI-006|DEI-005	-	-	-	官幣小社|別表神社	中世	琉球八社の中軸	琉球八社・沖縄総鎮守	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-712	末広神社	すえひろじんじゃ	-	末広稲荷	東京都	中央区日本橋人形町	-	DEI-032	-	-	-	村社	近世	日本橋人形町鎮守	日本橋稲荷	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-713	関東稲荷大明神	かんとういなり	-	-	茨城県	水戸市	-	DEI-032	-	-	-	-	中世	関東広域信仰	関東稲荷	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-717	弘前八幡稲荷相殿	ひろさきはちまんいなり	-	-	青森県	弘前市	-	DEI-032|DEI-181	-	-	-	-	中世	津軽稲荷相殿	津軽稲荷	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-720	出雲稲荷神社(松江)	まつえいなり	-	-	島根県	松江市	-	DEI-032	-	-	-	村社	中世	出雲松江稲荷	出雲稲荷	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-727	摂津天満宮(中央)	せっつちゅうおうてんまん	-	-	大阪府	大阪市中央区	-	DEI-501	-	-	-	村社	中世	摂津中央天満	摂津中央天満	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-733	木曽春日神社	きそかすがじんじゃ	-	-	長野県	木曽郡上松町	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	-	村社	中世	木曽勧請春日	木曽春日	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-734	出雲春日神社(松江)	いずもまつえかすが	-	-	島根県	松江市	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	-	村社	中世	出雲松江春日	出雲松江春日	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-741	阿夫利神社下社	あふりしもしゃ	-	-	神奈川県	伊勢原市大山	-	DEI-064	-	-	-	国幣小社	古代	大山阿夫利下社	相模大山下社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-742	石鎚神社頂上社	いしづちちょうじょう	-	-	愛媛県	西条市石鎚	-	DEI-191	-	-	-	-	古代	石鎚山頂	石鎚頂上社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-743	剣山頂上社	つるぎちょうじょう	-	-	徳島県	三好市	-	DEI-191	-	-	-	-	中世	剣山頂上	剣山頂上社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-744	英彦山頂上社	ひこさんちょうじょう	-	-	福岡県	田川郡添田町	-	DEI-245	-	-	-	-	古代	英彦山頂上	英彦山頂上社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-745	妙見山日蓮宗鎮守	みょうけんさんちんじゅ	-	-	兵庫県	川西市	-	DEI-410	-	-	-	-	中世	能勢妙見山	能勢妙見	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-746	木曽御嶽神社	きそおんたけじんじゃ	-	御嶽総本社	長野県	木曽郡王滝村	35.8931,137.4803	DEI-005|DEI-510|DEI-001	-	-	-	県社|別表神社	天応元年(781)	木曽御嶽の山岳信仰	御嶽信仰総本社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-747	八海山神社	はっかいさんじんじゃ	-	-	新潟県	南魚沼市	-	DEI-191	-	-	-	県社	中世	八海山修験	越後八海山修験	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-748	羽黒山祈祷殿	はぐろきとうでん	-	-	山形県	鶴岡市	-	DEI-203	-	-	-	-	中世	羽黒山中腹祈祷殿	羽黒祈祷殿	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-749	月山中の宮葉山神社	がっさんはやまじんじゃ	-	-	山形県	東田川郡	-	DEI-202	-	-	-	-	中世	月山中之宮	月山葉山	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-750	修験道箱根三所権現	はこねさんしょごんげん	-	箱根神社	神奈川県	足柄下郡箱根町	35.2042,139.0264	DEI-191	-	-	-	国幣小社|別表神社	天平宝字元年(757)	万巻上人開山	箱根修験	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-751	府中六所宮(仙台)	ふちゅうろくしょ	-	国府六所	宮城県	仙台市青葉区	-	DEI-001	-	-	-	村社	中世	陸奥国府六所	陸奥国府六所(参考)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-752	国府宮(尾張)	こうのみや	-	国府宮	愛知県	稲沢市国府宮	-	DEI-001	-	-	式内社	県社	古代	尾張国府の六所宮	尾張国府宮(はだか祭)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-753	国府宮(下総)	しもうさこう	-	下総国府	千葉県	市川市国府台	-	DEI-001	-	-	-	村社	古代	下総国府の鎮守	下総国府(国府台)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-754	武蔵野御嶽神社	むさしのみたけじんじゃ	-	-	東京都	青梅市御岳山	35.7858,139.1517	DEI-005	-	-	-	県社|別表神社	古代	武蔵御岳山修験	武蔵御岳	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-755	筑波山神社	つくばさんじんじゃ	-	筑波山男体・女体	茨城県	つくば市筑波	36.2253,140.1033	DEI-001|DEI-005	-	-	式内社	県社|別表神社	古代	筑波山の双体祭祀	常陸筑波・関東霊山	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-756	赤城神社	あかぎじんじゃ	-	上野赤城	群馬県	前橋市三夜沢町	-	DEI-001	-	-	式内社	県社	古代	赤城山祭祀	上野赤城・赤城信仰総本社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-757	榛名神社	はるなじんじゃ	-	上野榛名	群馬県	高崎市榛名山町	36.4661,138.8581	DEI-064	-	-	式内社	県社|別表神社	天武天皇治世伝	榛名山祭祀	上野榛名・榛名信仰	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-758	妙義神社	みょうぎじんじゃ	-	上野妙義	群馬県	富岡市妙義町	-	DEI-103	-	-	-	県社	古代	妙義山祭祀	上野妙義・妙義信仰	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-759	鵜戸神宮	うどじんぐう	-	-	宮崎県	日南市宮浦	31.6478,131.4703	DEI-088	-	-	式内社	官幣大社|別表神社	崇神天皇治世伝	ウガヤフキアエズ生誕伝	日向鵜戸・天孫降臨地	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-760	青島神社	あおしまじんじゃ	-	-	宮崎県	宮崎市青島	31.7997,131.4789	DEI-088	-	-	-	県社|別表神社	嵯峨天皇治世伝	山幸彦海宮巡幸帰還地	日向青島・海幸山幸神話	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-761	江田神社	えだじんじゃ	-	-	宮崎県	宮崎市阿波岐原町	-	DEI-005	-	-	式内社	県社	古代	イザナギ禊地	日向阿波岐原・禊神話地	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-762	霧島東神社	きりしまひがしじんじゃ	-	-	宮崎県	西諸県郡高原町	-	DEI-236	-	-	-	県社	古代	霧島山東麓	霧島東社(既登録 SHR-545 別社)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-763	住吉神社(博多)	はかたすみよし	-	-	福岡県	福岡市博多区住吉	33.5869,130.4119	DEI-164|DEI-165|DEI-166	-	-	名神大社	官幣小社|別表神社	古代	海人の鎮守	筑前博多住吉(住吉三大社の一)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-764	水天宮(久留米)	すいてんぐう	-	全国水天宮総本社	福岡県	久留米市瀬下町	33.3072,130.5031	DEI-525	-	-	-	県社|別表神社	建久年間(1190-99)	壇ノ浦の戦い後鎮魂	全国水天宮総本社・安徳天皇関連	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-765	諏訪神社(信濃の里宮)	すわさとみや	-	-	長野県	茅野市	-	DEI-010	-	-	-	-	古代	諏訪上社の里宮	諏訪里宮	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-766	道祖神(各地)	どうそじん	-	賽の神|岐の神	全国	都道府県別	-	DEI-337	-	-	-	-	古代	境界守護神(縄文以来 L3 仮説)	民俗信仰・道祖神(集合カテゴリ)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-767	田の神(東日本)	たのかみ	-	穀霊	東北・関東	村落	-	DEI-031	-	-	-	-	古代	稲作守護	農耕民俗信仰(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-768	水神(各地)	すいじん	-	竜神|水波能売神	全国	河川湖沼	-	DEI-005	-	-	-	-	古代	水の神祭祀	民俗水神信仰(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-769	山の神(山祇系)	やまのかみ	-	山祇神	全国	山間部	-	DEI-064	-	-	-	-	古代	山林狩猟守護	民俗山神信仰	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-770	ナマハゲ(秋田)	なまはげ	-	-	秋田県	男鹿半島	-	-	-	-	-	-	古代	来訪神(柳田國男仮説 L3)	重要無形民俗文化財	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-771	シーサー(琉球)	しーさー	-	-	沖縄県	全島	-	-	-	-	-	-	中世以降	獅子型守護(中国渡来)	琉球文化・守護獣	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-772	ニライカナイ信仰	にらいかない	-	理想郷信仰	沖縄県	全島	-	-	-	-	-	-	古代	海上他界信仰	琉球独自・縄文連続性 L3	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-773	コトヨウカ	ことようか	-	節分系民俗	全国	村落	-	-	-	-	-	-	古代	厄祓い民俗	暦年中行事民俗	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-774	オシラサマ(東北)	おしらさま	-	馬娘婚姻譚	東北	民家	-	-	-	-	-	-	古代	養蚕守護神(柳田)	東北民俗・蚕神	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-775	オカリヤ(瀬棚)	おかりや	-	-	北海道	後志	-	-	-	-	-	-	近世	アイヌ・和人交流	北海道民俗	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-776	中臣神社	なかとみじんじゃ	-	-	奈良県	天理市櫟本町	-	DEI-107	-	-	式内社	村社	古代	中臣氏祖神祭祀	中臣氏(藤原氏前史)祖神社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-777	物部神社(磐余)	もののべじんじゃ	-	-	奈良県	桜井市	-	DEI-340	-	-	式内社	村社	古代	物部氏祖神祭祀	物部氏祖神社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-778	忌部神社	いんべじんじゃ	-	麻植総鎮守	徳島県	吉野川市山川町	34.06,134.32	DEI-058	-	-	式内社|名神大社	国幣中社	古代	阿波忌部氏祖神	阿波忌部氏祖神(中央忌部)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-779	大伴神社(大和)	おおともじんじゃ	-	-	奈良県	宇陀市	-	DEI-058	-	-	式内社	村社	古代	大伴氏祖神	大伴氏祖神社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-780	阿波神社(阿波忌部)	あわじんじゃ	-	-	徳島県	鳴門市	-	DEI-058	-	-	式内社	村社	古代	阿波忌部氏祖	阿波忌部本拠	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-781	蘇我神社	そがじんじゃ	-	-	奈良県	橿原市	-	DEI-005	-	-	-	村社	中世	蘇我氏祖神(後世推定)	蘇我氏祖神(C)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-782	葛城坐火雷神社	かつらぎいますほのいかづちじんじゃ	-	-	奈良県	葛城市笛吹	34.51,135.73	DEI-005	-	-	式内社|名神大社	村社	古代	葛城氏祖神	葛城氏祖神(笛吹神社)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-783	一言主神社(常陸)	ひとことぬしひたち	-	-	茨城県	常総市大塚戸町	-	DEI-415	-	-	-	村社	中世	葛城一言主分祀	常陸一言主(本社 SHR-554)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-784	國栖神社	くずじんじゃ	-	国巣神社	奈良県	吉野郡吉野町	-	-	-	-	-	村社	古代	国栖人=吉野山中の先住民	国栖民族(縄文残存仮説 L3)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-785	蝦夷神社(陸奥北)	えみしじんじゃ	-	アテルイ系	岩手県	奥州市	-	DEI-272	-	-	-	-	中世以降	アテルイ・モレら蝦夷指導者鎮魂	蝦夷祖神(L3 仮説、史実関連)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-786	出雲国造祖神社	いずもこくぞうそじんじんじゃ	-	-	島根県	出雲市	-	DEI-013	-	-	-	-	古代	出雲国造(千家・北島)祖神	出雲国造祖神(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-787	吉備津彦神社摂社	きびつひこせっしゃ	-	-	岡山県	岡山市北区一宮	-	DEI-474	-	-	-	-	古代	吉備氏祖神摂社	吉備氏祖神社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-788	阿蘇国造祖神社	あそこくぞうそじんじんじゃ	-	-	熊本県	阿蘇市一の宮町	-	DEI-235	-	-	-	-	古代	阿蘇国造祖	阿蘇氏祖神社(本社 SHR-091 摂社)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-789	尾張国造祖神社	おわりこくぞうそじんじんじゃ	-	-	愛知県	稲沢市	-	DEI-340	-	-	-	-	古代	尾張氏祖神	尾張氏祖神社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-790	筑紫国造祖神社	つくしこくぞうそじんじんじゃ	-	-	福岡県	筑紫野市	-	DEI-160	-	-	-	-	古代	筑紫国造祖	筑紫君氏祖神社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-791	諏訪神党祖神社	すわじんとうそじんじんじゃ	-	-	長野県	諏訪市	-	DEI-144	-	-	-	-	中世	諏訪上社・下社神党	諏訪神党(神官団)祖神	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-792	守屋神社	もりやじんじゃ	-	守矢家本系	長野県	茅野市	-	DEI-132	-	-	-	-	古代	守矢家=洩矢神系祖	守矢家祖神社(縄文残存 L3)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-793	巫覡祖神社	ふげきそじんじんじゃ	-	巫女祖	全国	村落	-	-	-	-	-	-	古代	巫女・巫覡祖神(集合)	シャーマニズム民俗	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-794	中山忌部神社	なかやまいんべじんじゃ	-	-	徳島県	美馬市	-	DEI-108	-	-	-	-	古代	阿波忌部分流	阿波忌部分系	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-795	熊鳥取神社	くまとりとりじんじゃ	-	-	鳥取県	西伯郡	-	DEI-058	-	-	-	-	古代	鳥取氏(鷹匠氏族)祖	鳥取氏祖神社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-796	志賀海神社	しかうみじんじゃ	-	海神総本社	福岡県	福岡市東区志賀島	33.665,130.2811	DEI-161|DEI-162|DEI-163	DEI-167	-	名神大社	国幣小社|別表神社	古代	阿曇氏祖神	海人族阿曇氏祖神社・志賀島	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-797	住吉神社(壱岐)	いきすみよし	-	-	長崎県	壱岐市芦辺町	33.77,129.72	DEI-164|DEI-165|DEI-166	-	-	名神大社	国幣小社	古代	壱岐住吉(海上交通)	壱岐住吉(古代対外交通拠点)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-798	阿曇磯良神社	あづみいそらじんじゃ	-	-	福岡県	福岡市	-	DEI-110	-	-	-	-	古代	阿曇磯良鎮座	阿曇氏伝承神格	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-799	大綿津見神社(隠岐)	おおわたつみじんじゃ	-	-	島根県	隠岐郡	-	DEI-161|DEI-162|DEI-163	-	-	-	-	古代	海神祭祀	隠岐海神社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-800	白浜神社(伊豆)	しらはまじんじゃ	-	伊古奈比咩命神社	静岡県	下田市白浜	34.68,138.97	DEI-088	-	-	名神大社	県社	古代	三宅島出身海人鎮座	伊豆白浜・伊古奈比咩	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-801	玉前神社(海人系)	たまさきじんじゃ	-	-	千葉県	長生郡一宮町	-	DEI-088	-	-	-	-	古代	上総一宮 SHR-043 海人系説	海人系上総一宮(参考)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-802	田道間守神社	たじまもりじんじゃ	-	-	兵庫県	豊岡市	-	DEI-269	-	-	-	-	古代	渡海伝承(タジマモリ)	渡海伝承神社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-803	塩釜神社諸地	しおがましょち	-	塩竈分祀	全国	海岸部	-	DEI-276	-	-	-	-	中世	塩竈神社全国分祀	[集合カテゴリ・個別神社ではない] 塩釜系全国分祀(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-804	船魂神社	ふなだまじんじゃ	-	船霊	全国	港湾	-	DEI-110	-	-	-	-	古代	船霊信仰(海上守護)	船霊信仰(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-805	浜降神事系神社	はまおりじんじゃ	-	-	全国	海岸部	-	DEI-005	-	-	-	-	古代	浜降祭(神迎え)系	浜降神事民俗(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-806	龍宮神社諸地	りゅうぐうしょち	-	海宮	全国	海岸部	-	DEI-110	-	-	-	-	中世	海宮信仰(山幸彦)	[集合カテゴリ・個別神社ではない] 龍宮信仰(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-807	対馬海神諸社	つしまかいじんしょしゃ	-	-	長崎県	対馬市	-	DEI-161|DEI-162|DEI-163	-	-	-	-	古代	対馬海人族	[集合カテゴリ・個別神社ではない] 対馬海人系神社(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-808	壱岐海神諸社	いきかいじんしょしゃ	-	-	長崎県	壱岐市	-	DEI-161|DEI-162|DEI-163	-	-	-	-	古代	壱岐海人族	[集合カテゴリ・個別神社ではない] 壱岐海人系神社(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-809	能登海人神社	のとかいじんじゃ	-	-	石川県	輪島市	-	DEI-110	-	-	-	-	古代	能登海人族	能登海人系神社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-810	出雲海人神社	いずもかいじんじゃ	-	-	島根県	松江市	-	DEI-161|DEI-162|DEI-163	-	-	-	-	古代	出雲海人(海部氏系)	出雲海人系神社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-811	函館八幡諸地	はこだてしょち	-	-	北海道	函館市	-	DEI-181	-	-	-	-	近世	函館近郷の八幡社	[集合カテゴリ・個別神社ではない] 函館近郷八幡(集合)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-812	樽前山神社	たるまえさんじんじゃ	-	-	北海道	苫小牧市	-	DEI-509|DEI-510|DEI-511	-	-	-	県社	明治8年(1875)	苫小牧の鎮守	近代北海道神社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-813	旭川神社	あさひかわじんじゃ	-	-	北海道	旭川市	-	DEI-509|DEI-510|DEI-511	-	-	-	県社	明治期	旭川の鎮守	近代北海道神社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-814	帯広神社	おびひろじんじゃ	-	-	北海道	帯広市	-	DEI-509|DEI-510|DEI-511	-	-	-	県社	明治期	帯広の鎮守	近代北海道神社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-815	釧路一之宮厳島神社	くしろいちのみやいつくしまじんじゃ	-	-	北海道	釧路市	-	DEI-019	-	-	-	県社	天保年間	釧路の鎮守	釧路総鎮守	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-816	根室金刀比羅神社	ねむろこんぴらじんじゃ	-	-	北海道	根室市	-	DEI-014	-	-	-	県社	近世	根室海運鎮守	根室金毘羅	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-820	アイヌ・コタン信仰	あいぬこたん	-	コタンコロカムイ	北海道	全島	-	-	-	-	-	-	古代	アイヌ自然霊信仰(L3)	アイヌ独自・縄文連続性 L3	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-821	普天満宮	ふてんまぐうてんまんぐう	-	琉球八社	沖縄県	宜野湾市普天間	-	DEI-192|DEI-193|DEI-194	-	-	-	-	中世	琉球八社・普天間鎮守	琉球八社(熊野権現系)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-822	末吉宮	すえよしぐう	-	琉球八社	沖縄県	那覇市首里末吉町	-	DEI-192|DEI-193|DEI-194	-	-	-	-	中世	首里王府公認	琉球八社・首里末吉	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-823	沖宮	おきのぐう	-	琉球八社	沖縄県	那覇市奥武山	-	DEI-192|DEI-193|DEI-194	-	-	-	-	中世	那覇港鎮守	琉球八社・那覇港	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-824	識名宮	しきなぐう	-	琉球八社	沖縄県	那覇市繁多川	-	DEI-192|DEI-193|DEI-194	-	-	-	-	中世	識名地区鎮守	琉球八社・識名	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-825	斎場御嶽	せーふぁうたき	-	琉球最高聖地	沖縄県	南城市知念	-	DEI-019	-	-	-	-	古代	琉球王国最高聖地・聞得大君即位地	琉球最高聖地・世界遺産	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-826	大峰山上ヶ岳	おおみねさんじょうがたけ	-	山上本堂	奈良県	吉野郡天川村	-	DEI-191	-	-	-	-	白鳳	役小角の修行地、女人禁制	大峰山修験本山	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-827	洞川弥山神社	どろがわみせんじんじゃ	-	-	奈良県	吉野郡天川村洞川	-	DEI-191	-	-	-	村社	中世	大峰修験洞川宿坊	大峰修験宿坊神社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-828	吉野七曲り神社	よしのななまがりじんじゃ	-	-	奈良県	吉野郡吉野町	-	DEI-191	-	-	-	-	中世	吉野修験道中の鎮守	吉野修験道中	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-829	熊野那智大社別宮	くまのなちべつぐう	-	-	和歌山県	東牟婁郡那智勝浦町	-	DEI-193	-	-	-	-	中世	那智三所別宮	熊野那智別宮	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-830	熊野速玉大社別宮	くまのはやたまべつぐう	-	-	和歌山県	新宮市	-	DEI-192	-	-	-	-	中世	速玉三所別宮	熊野速玉別宮	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-831	熊野本宮大社別宮	くまのほんぐうべつぐう	-	-	和歌山県	田辺市本宮町	-	DEI-194	-	-	-	-	中世	本宮三所別宮	熊野本宮別宮	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-832	英彦山中津宮	ひこさんなかつぐう	-	-	福岡県	田川郡添田町	-	DEI-191	-	-	-	-	古代	英彦山三所権現中津宮	英彦山三所中津	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-833	英彦山下津宮	ひこさんしもつぐう	-	-	福岡県	田川郡添田町	-	DEI-191	-	-	-	-	古代	英彦山三所権現下津宮	英彦山三所下津	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-834	戸隠九頭龍社	とがくしくずりゅうしゃ	-	-	長野県	長野市戸隠	-	DEI-548	-	-	-	-	古代	戸隠九頭龍権現	戸隠九頭龍祭祀	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-835	彦山上宮(英彦山)	ひこさんかみのみや	-	-	福岡県	田川郡添田町	-	DEI-191	-	-	-	-	古代	英彦山三所権現上宮	英彦山三所上津	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-836	立山雄山頂上社(別)	たてやまおやま	-	-	富山県	中新川郡立山町	-	DEI-547	-	-	-	-	古代	立山三山雄山頂上	立山三山頂上	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-837	立山別山社	たてやまべっさん	-	-	富山県	中新川郡立山町	-	DEI-547	-	-	-	-	古代	立山別山祭祀	立山三山別山	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-838	白山別山社	はくさんべっさん	-	-	石川県	白山市	-	DEI-195	-	-	-	-	古代	白山三山別山	白山三山別山	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-839	白山御前峰社	はくさんごぜんぽう	-	-	石川県	白山市	-	DEI-195	-	-	-	-	古代	白山主峰御前峰	白山主峰社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-840	白山大汝峰社	はくさんおおなんじ	-	-	石川県	白山市	-	DEI-001	-	-	-	-	古代	白山大汝峰	白山三山大汝	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
