master_id	canonical_name	prefecture	address	current_coordinates	current_accuracy	rank_ancient	rank_modern	status
SHR-823	沖宮	沖縄県	那覇市奥武山		-	-	-	NEEDED
SHR-824	識名宮	沖縄県	那覇市繁多川		-	-	-	NEEDED
SHR-825	斎場御嶽	沖縄県	南城市知念		-	-	-	NEEDED
SHR-826	大峰山上ヶ岳	奈良県	吉野郡天川村		-	-	-	NEEDED
SHR-827	洞川弥山神社	奈良県	吉野郡天川村洞川		-	-	村社	NEEDED
SHR-828	吉野七曲り神社	奈良県	吉野郡吉野町		-	-	-	NEEDED
SHR-829	熊野那智大社別宮	和歌山県	東牟婁郡那智勝浦町		-	-	-	NEEDED
SHR-830	熊野速玉大社別宮	和歌山県	新宮市		-	-	-	NEEDED
SHR-831	熊野本宮大社別宮	和歌山県	田辺市本宮町		-	-	-	NEEDED
SHR-832	英彦山中津宮	福岡県	田川郡添田町		-	-	-	NEEDED
SHR-833	英彦山下津宮	福岡県	田川郡添田町		-	-	-	NEEDED
SHR-834	戸隠九頭龍社	長野県	長野市戸隠		-	-	-	NEEDED
SHR-835	彦山上宮(英彦山)	福岡県	田川郡添田町		-	-	-	NEEDED
SHR-836	立山雄山頂上社(別)	富山県	中新川郡立山町		-	-	-	NEEDED
SHR-837	立山別山社	富山県	中新川郡立山町		-	-	-	NEEDED
SHR-838	白山別山社	石川県	白山市		-	-	-	NEEDED
SHR-839	白山御前峰社	石川県	白山市		-	-	-	NEEDED
SHR-840	白山大汝峰社	石川県	白山市		-	-	-	NEEDED
SHR-841	湯殿山開祖弘海上人霊	山形県	鶴岡市		-	-	-	NEEDED
SHR-842	月山中宮鳥海月山	山形県	東田川郡庄内町		-	-	-	NEEDED
SHR-843	出羽湯殿山口別院	山形県	鶴岡市		-	-	-	NEEDED
SHR-844	羽黒山本坊正善院	山形県	鶴岡市羽黒町		-	-	-	NEEDED
SHR-845	加賀白山中宮	石川県	白山市		-	-	-	NEEDED
SHR-846	吉野水分子守宮	奈良県	吉野郡吉野町		-	-	村社	NEEDED
SHR-847	吉野金峯山鬼門閣	奈良県	吉野郡吉野町		-	-	-	NEEDED
SHR-848	葛城修験道経塚	奈良県	御所市		-	-	-	NEEDED
SHR-849	修験道笠懸山	三重県	熊野市		-	-	-	NEEDED
SHR-850	修験道八経ヶ岳	奈良県	吉野郡上北山村		-	-	-	NEEDED
SHR-851	修験道弥山堂	奈良県	吉野郡天川村		-	-	-	NEEDED
SHR-852	修験道前鬼山	奈良県	吉野郡下北山村		-	-	-	NEEDED
SHR-853	修験道後鬼山	奈良県	吉野郡上北山村		-	-	-	NEEDED
SHR-854	修験道大日岳	岐阜県	高山市		-	-	-	NEEDED
SHR-855	修験道荒島岳	福井県	大野市		-	-	-	NEEDED
SHR-856	能勢妙見堂	兵庫県	川西市		-	-	-	NEEDED
SHR-857	中山法華経寺鎮守	千葉県	市川市		-	-	-	NEEDED
SHR-858	身延山久遠寺鎮守	山梨県	南巨摩郡身延町		-	-	-	NEEDED
SHR-859	池上本門寺鎮守	東京都	大田区		-	-	-	NEEDED
SHR-860	立正佼成会鎮守	東京都	杉並区		-	-	-	NEEDED
SHR-861	浄土宗総本山知恩院鎮守	京都府	京都市東山区		-	-	-	NEEDED
SHR-862	浄土真宗本願寺西本願寺鎮守	京都府	京都市下京区		-	-	-	NEEDED
SHR-863	浄土真宗東本願寺鎮守	京都府	京都市下京区		-	-	-	NEEDED
SHR-864	臨済宗建長寺鎮守	神奈川県	鎌倉市山ノ内		-	-	-	NEEDED
SHR-865	臨済宗円覚寺鎮守	神奈川県	鎌倉市山ノ内		-	-	-	NEEDED
SHR-866	曹洞宗永平寺鎮守	福井県	吉田郡永平寺町		-	-	-	NEEDED
SHR-867	曹洞宗總持寺鎮守	神奈川県	横浜市鶴見区		-	-	-	NEEDED
SHR-868	時宗総本山遊行寺鎮守	神奈川県	藤沢市		-	-	-	NEEDED
SHR-869	法華宗本能寺鎮守	京都府	京都市中京区		-	-	-	NEEDED
SHR-870	天台宗比叡山延暦寺総鎮守	滋賀県	大津市坂本		-	-	-	NEEDED
SHR-871	真言宗高野山金剛峯寺総鎮守	和歌山県	伊都郡高野町		-	-	-	NEEDED
SHR-872	真言宗東寺鎮守	京都府	京都市南区		-	-	-	NEEDED
SHR-873	真言宗醍醐寺鎮守	京都府	京都市伏見区		-	-	-	NEEDED
SHR-874	真言宗仁和寺鎮守	京都府	京都市右京区		-	-	-	NEEDED
SHR-875	真言律宗西大寺鎮守	奈良県	奈良市		-	-	-	NEEDED
SHR-876	出雲国分寺鎮守	島根県	松江市国分町		-	-	-	NEEDED
SHR-877	石見国分寺鎮守	島根県	浜田市		-	-	-	NEEDED
SHR-878	常陸国分寺鎮守	茨城県	石岡市		-	-	-	NEEDED
SHR-879	下野国分寺鎮守	栃木県	下野市		-	-	-	NEEDED
SHR-880	武蔵国分寺鎮守	東京都	国分寺市		-	-	-	NEEDED
SHR-881	相模国分寺鎮守	神奈川県	海老名市		-	-	-	NEEDED
SHR-882	駿河国分寺鎮守	静岡県	静岡市葵区		-	-	-	NEEDED
SHR-883	尾張国分寺鎮守	愛知県	稲沢市		-	-	-	NEEDED
SHR-884	摂津国分寺鎮守	大阪府	大阪市天王寺区		-	-	-	NEEDED
SHR-885	和泉国分寺鎮守	大阪府	和泉市		-	-	-	NEEDED
SHR-886	丹波国分寺鎮守	京都府	亀岡市		-	-	-	NEEDED
SHR-887	但馬国分寺鎮守	兵庫県	豊岡市		-	-	-	NEEDED
SHR-888	因幡国分寺鎮守	鳥取県	鳥取市		-	-	-	NEEDED
SHR-889	伯耆国分寺鎮守	鳥取県	倉吉市		-	-	-	NEEDED
SHR-890	美作国分寺鎮守	岡山県	津山市		-	-	-	NEEDED
SHR-891	讃岐国分寺鎮守	香川県	高松市		-	-	-	NEEDED
SHR-892	阿波国分寺鎮守	徳島県	徳島市		-	-	-	NEEDED
SHR-893	土佐国分寺鎮守	高知県	南国市		-	-	-	NEEDED
SHR-894	豊後国分寺鎮守	大分県	大分市		-	-	-	NEEDED
SHR-895	日向国分寺鎮守	宮崎県	西都市		-	-	-	NEEDED
SHR-896	大隅国分寺鎮守	鹿児島県	霧島市		-	-	-	NEEDED
SHR-897	薩摩国分寺鎮守	鹿児島県	薩摩川内市		-	-	-	NEEDED
SHR-898	壱岐国分寺鎮守	長崎県	壱岐市		-	-	-	NEEDED
SHR-899	対馬国分寺鎮守	長崎県	対馬市		-	-	-	NEEDED
SHR-900	甲斐国分寺鎮守	山梨県	笛吹市		-	-	-	NEEDED
SHR-901	大山祇神社境内末社	愛媛県	今治市大三島町		-	-	-	NEEDED
SHR-902	石清水八幡境内末社	京都府	八幡市八幡		-	-	-	NEEDED
SHR-903	住吉大社境内末社	大阪府	大阪市住吉区		-	-	-	NEEDED
SHR-904	伊勢神宮内宮所管社	三重県	伊勢市		-	-	-	NEEDED
SHR-905	伊勢神宮外宮所管社	三重県	伊勢市		-	-	-	NEEDED
SHR-906	生田神社境内末社	兵庫県	神戸市中央区		-	-	-	NEEDED
SHR-907	廣田神社境内末社	兵庫県	西宮市大社町		-	-	-	NEEDED
SHR-908	住吉神社(下関)境内末社	山口県	下関市		-	-	-	NEEDED
SHR-909	八坂神社境内末社	京都府	京都市東山区		-	-	-	NEEDED
SHR-910	吉田神社境内末社	京都府	京都市左京区		-	-	-	NEEDED
SHR-911	貴船神社	京都府	京都市左京区鞍馬貴船町	35.1217,135.7625	approximate	名神大社	官幣中社|別表神社	VERIFY(approximate)
SHR-912	鞍馬寺鎮守由岐神社	京都府	京都市左京区鞍馬本町		-	-	村社	NEEDED
SHR-913	八幡神社(由岐神社系)	京都府	京都市左京区		-	-	-	NEEDED
SHR-914	出石神社境内末社	兵庫県	豊岡市		-	-	-	NEEDED
SHR-915	中山神社境内末社	岡山県	津山市一宮		-	-	-	NEEDED
SHR-916	吉備津神社境内末社	岡山県	岡山市北区吉備津		-	-	-	NEEDED
SHR-917	田村神社境内末社	香川県	高松市		-	-	-	NEEDED
SHR-918	彌彦神社境内末社	新潟県	西蒲原郡弥彦村		-	-	-	NEEDED
SHR-919	北野天満宮境内末社	京都府	京都市上京区		-	-	-	NEEDED
SHR-920	伏見稲荷大社境内末社	京都府	京都市伏見区		-	-	-	NEEDED
SHR-921	大宝神社	滋賀県	栗東市綣		-	式内社	県社	NEEDED
SHR-922	近江白髭神社	滋賀県	高島市鵜川	35.2747,136.0469	approximate	式内社	県社|別表神社	VERIFY(approximate)
SHR-923	筑波山神社摂社	茨城県	つくば市筑波		-	-	-	NEEDED
SHR-924	枚岡神社境内末社	大阪府	東大阪市		-	-	-	NEEDED
SHR-925	石上神宮境内末社	奈良県	天理市		-	-	-	NEEDED
SHR-926	神武天皇陵	奈良県	橿原市大久保町		-	-	-	NEEDED
SHR-927	綏靖天皇陵	奈良県	橿原市		-	-	-	NEEDED
SHR-928	崇神天皇陵	奈良県	天理市柳本町		-	-	-	NEEDED
SHR-929	垂仁天皇陵	奈良県	奈良市尼ヶ辻町		-	-	-	NEEDED
SHR-930	景行天皇陵	奈良県	天理市渋谷町		-	-	-	NEEDED
SHR-931	応神天皇陵	大阪府	羽曳野市誉田		-	-	-	NEEDED
SHR-932	仁徳天皇陵	大阪府	堺市堺区大仙町		-	-	-	NEEDED
SHR-933	天智天皇陵	京都府	京都市山科区		-	-	-	NEEDED
SHR-934	天武天皇陵	奈良県	高市郡明日香村		-	-	-	NEEDED
SHR-935	桓武天皇陵	京都府	京都市伏見区		-	-	-	NEEDED
SHR-936	後醍醐天皇陵	奈良県	吉野郡吉野町		-	-	-	NEEDED
SHR-937	後鳥羽天皇陵	島根県	隠岐郡海士町		-	-	-	NEEDED
SHR-938	崇徳天皇陵	香川県	坂出市青海町		-	-	-	NEEDED
SHR-939	安徳天皇陵	山口県	下関市阿弥陀寺町		-	-	-	NEEDED
SHR-940	孝明天皇陵	京都府	京都市東山区		-	-	-	NEEDED
SHR-941	竈門神社	福岡県	太宰府市内山		-	式内社	県社	NEEDED
SHR-942	筥崎宮境内末社	福岡県	福岡市東区箱崎		-	-	-	NEEDED
SHR-943	太宰府天満宮境内末社	福岡県	太宰府市		-	-	-	NEEDED
SHR-944	太宰府観世音寺鎮守	福岡県	太宰府市観世音寺		-	-	-	NEEDED
SHR-945	住吉神社(博多)境内末社	福岡県	福岡市博多区住吉		-	-	-	NEEDED
SHR-946	筑紫神社	福岡県	筑紫野市原田		-	式内社	県社	NEEDED
SHR-947	水城跡神社	福岡県	太宰府市水城		-	-	-	NEEDED
SHR-948	大野城跡神社	福岡県	大野城市		-	-	-	NEEDED
SHR-949	基肄城跡神社	佐賀県	三養基郡基山町		-	-	-	NEEDED
SHR-950	金田城跡神社	長崎県	対馬市		-	-	-	NEEDED
SHR-951	難波宮跡神社	大阪府	大阪市中央区		-	-	-	NEEDED
SHR-952	飛鳥寺鎮守	奈良県	高市郡明日香村飛鳥		-	-	-	NEEDED
SHR-953	法隆寺鎮守	奈良県	生駒郡斑鳩町		-	-	-	NEEDED
SHR-954	四天王寺鎮守	大阪府	大阪市天王寺区		-	-	-	NEEDED
SHR-955	唐招提寺鎮守	奈良県	奈良市五条町		-	-	-	NEEDED
SHR-956	薬師寺鎮守	奈良県	奈良市西ノ京町		-	-	-	NEEDED
SHR-957	興福寺鎮守	奈良県	奈良市登大路町		-	-	-	NEEDED
SHR-958	元興寺鎮守	奈良県	奈良市芝新屋町		-	-	-	NEEDED
SHR-959	大安寺鎮守	奈良県	奈良市大安寺町		-	-	-	NEEDED
SHR-960	法華寺鎮守	奈良県	奈良市法華寺町		-	-	-	NEEDED
SHR-961	鬼門封じ神社	全国	城下町東北方		-	-	-	NEEDED
SHR-962	裏鬼門封じ神社	全国	城下町西南方		-	-	-	NEEDED
SHR-963	方違神社諸地	全国	都市		-	-	-	NEEDED
SHR-964	地鎮祭神諸地	全国	建築地		-	-	-	NEEDED
SHR-965	大神宮社諸地	全国	村落		-	-	-	NEEDED
SHR-966	熊野神社諸地(全国分祀)	全国	村落		-	-	-	NEEDED
SHR-967	神明宮諸地	全国	村落		-	-	-	NEEDED
SHR-968	十二社諸地	全国	村落		-	-	-	NEEDED
SHR-969	貴船神社分祀	全国	水源地		-	-	-	NEEDED
SHR-970	白山神社分祀	全国	山間部		-	-	-	NEEDED
SHR-971	諏訪神社分祀	全国	村落		-	-	-	NEEDED
SHR-973	稲荷神社諸地	全国	村落		-	-	-	NEEDED
SHR-974	天満宮諸地	全国	村落		-	-	-	NEEDED
SHR-975	住吉神社諸地	全国	海岸部		-	-	-	NEEDED
SHR-976	祇園神社諸地	全国	村落		-	-	-	NEEDED
SHR-977	七福神諸地	全国	近世以降		-	-	-	NEEDED
SHR-978	えびす神諸地	全国	海岸・市場		-	-	-	NEEDED
SHR-979	三内丸山遺跡祭祀地	青森県	青森市三内丸山		-	-	-	NEEDED
SHR-980	加曽利貝塚祭祀地	千葉県	千葉市若葉区桜木		-	-	-	NEEDED
SHR-981	大湯環状列石祭祀地	秋田県	鹿角市		-	-	-	NEEDED
SHR-982	是川遺跡祭祀地	青森県	八戸市是川		-	-	-	NEEDED
SHR-983	亀ヶ岡遺跡祭祀地	青森県	つがる市木造		-	-	-	NEEDED
SHR-984	尖石遺跡祭祀地	長野県	茅野市豊平		-	-	-	NEEDED
SHR-985	登呂遺跡祭祀地	静岡県	静岡市駿河区		-	-	-	NEEDED
SHR-986	吉野ヶ里遺跡祭祀地	佐賀県	神埼郡吉野ヶ里町		-	-	-	NEEDED
SHR-987	纒向遺跡祭祀地	奈良県	桜井市		-	-	-	NEEDED
SHR-988	唐古鍵遺跡祭祀地	奈良県	磯城郡田原本町		-	-	-	NEEDED
SHR-989	荒神谷遺跡祭祀地	島根県	出雲市斐川町		-	-	-	NEEDED
SHR-990	加茂岩倉遺跡祭祀地	島根県	雲南市加茂町		-	-	-	NEEDED
SHR-991	石舞台古墳	奈良県	高市郡明日香村		-	-	-	NEEDED
SHR-992	高松塚古墳	奈良県	高市郡明日香村		-	-	-	NEEDED
SHR-993	キトラ古墳	奈良県	高市郡明日香村		-	-	-	NEEDED
SHR-994	吉備大臣社	岡山県	倉敷市		-	-	-	NEEDED
SHR-995	空海誕生地善通寺鎮守	香川県	善通寺市		-	-	-	NEEDED
SHR-996	最澄誕生地坂本	滋賀県	大津市坂本		-	-	-	NEEDED
SHR-997	空海高野山奥之院	和歌山県	伊都郡高野町		-	-	-	NEEDED
SHR-998	源頼朝墓神社	神奈川県	鎌倉市		-	-	-	NEEDED
SHR-999	源義経神社	岩手県	西磐井郡平泉町		-	-	-	NEEDED
SHR-1000	徳川家康神社	栃木県	日光市	36.7581,139.5986	approximate	-	国幣中社|別表神社	VERIFY(approximate)
SHR-1001	徳川家康駿府東照宮	静岡県	静岡市葵区		-	-	別格官幣社	NEEDED
SHR-1002	徳川家康久能山東照宮	静岡県	静岡市駿河区		-	-	別格官幣社	NEEDED
SHR-1003	織田信長神社	京都府	京都市北区紫野		-	-	別格官幣社	NEEDED
SHR-1004	武田信玄神社	山梨県	甲府市古府中町	35.6764,138.5783	approximate	-	県社|別表神社	VERIFY(approximate)
SHR-1005	上杉謙信神社	山形県	米沢市丸の内	37.9072,140.1064	approximate	-	別格官幣社|別表神社	VERIFY(approximate)
SHR-1006	伊達政宗神社	宮城県	仙台市青葉区		-	-	県社	NEEDED
SHR-1007	毛利元就神社	山口県	山口市天花		-	-	別格官幣社	NEEDED
SHR-1008	島津家神社	鹿児島県	鹿児島市		-	-	県社	NEEDED
SHR-1009	和多都美神社	長崎県	対馬市豊玉町仁位		-	式内社	県社	NEEDED
SHR-1010	穂高神社	長野県	安曇野市穂高	36.3403,137.8825	approximate	式内社|信濃三宮	県社|別表神社	VERIFY(approximate)
SHR-1011	海神社	兵庫県	神戸市垂水区宮本町	34.63,135.05	approximate	式内社(名神大社)	官幣中社|別表神社	VERIFY(approximate)
SHR-1012	大依羅神社	大阪府	大阪市住吉区庭井	34.6,135.5	approximate	式内社(名神大社)	府社	VERIFY(approximate)
SHR-1013	西宮神社	兵庫県	西宮市社家町	34.7375,135.3389	approximate	-	県社|別表神社	VERIFY(approximate)
SHR-1014	美保神社(恵比寿)	島根県	松江市美保関町	35.5644,133.3022	approximate	式内社	国幣中社|別表神社	VERIFY(approximate)
SHR-1015	若狭彦神社	福井県	小浜市龍前	35.4639,135.7681	approximate	式内社|若狭一宮	国幣中社|別表神社	VERIFY(approximate)
SHR-1016	青海神社	新潟県	加茂市加茂		-	式内社|越後二宮	県社	NEEDED
SHR-1017	志賀海神社(摂社遥拝所)	福岡県	福岡市東区志賀島		-	-	-	NEEDED
SHR-1018	敷津松之宮(大国主神社)	大阪府	大阪市浪速区		-	-	村社	NEEDED
SHR-1019	粟嶋神社(淡島)	和歌山県	海南市加太		-	-	村社	NEEDED
SHR-1020	船玉神社	和歌山県	和歌山市		-	式内社	村社	NEEDED
SHR-1021	綿都美神社(豊前)	福岡県	北九州市		-	-	村社	NEEDED
SHR-1022	海神社(知多)	愛知県	知多郡南知多町		-	-	村社	NEEDED
SHR-1023	渥美神明社(阿曇系)	愛知県	田原市		-	-	村社	NEEDED
SHR-1024	石津太神社(恵比寿)	大阪府	堺市西区浜寺石津町		-	-	村社	NEEDED
SHR-1025	白鬚神社(近江・湖上鳥居)	滋賀県	高島市鵜川	35.2747,136.0469	approximate	式内社	県社|別表神社	VERIFY(approximate)
