master_id,canonical_name,reading,prefecture,address,main_deity,rank_ancient,rank_modern,current_coordinates,needs_coordinates,needs_detail
SHR-827,洞川弥山神社,どろがわみせんじんじゃ,奈良県,吉野郡天川村洞川,蔵王権現,-,村社,,Y,Y
SHR-828,吉野七曲り神社,よしのななまがりじんじゃ,奈良県,吉野郡吉野町,蔵王権現,-,-,,Y,Y
SHR-829,熊野那智大社別宮,くまのなちべつぐう,和歌山県,東牟婁郡那智勝浦町,熊野夫須美大神,-,-,,Y,Y
SHR-830,熊野速玉大社別宮,くまのはやたまべつぐう,和歌山県,新宮市,熊野速玉大神,-,-,,Y,Y
SHR-831,熊野本宮大社別宮,くまのほんぐうべつぐう,和歌山県,田辺市本宮町,家都美御子大神,-,-,,Y,Y
SHR-832,英彦山中津宮,ひこさんなかつぐう,福岡県,田川郡添田町,蔵王権現,-,-,,Y,Y
SHR-833,英彦山下津宮,ひこさんしもつぐう,福岡県,田川郡添田町,蔵王権現,-,-,,Y,Y
SHR-834,戸隠九頭龍社,とがくしくずりゅうしゃ,長野県,長野市戸隠,栄西,-,-,,Y,Y
SHR-835,彦山上宮(英彦山),ひこさんかみのみや,福岡県,田川郡添田町,蔵王権現,-,-,,Y,Y
SHR-836,立山雄山頂上社(別),たてやまおやま,富山県,中新川郡立山町,道元,-,-,,Y,Y
SHR-837,立山別山社,たてやまべっさん,富山県,中新川郡立山町,道元,-,-,,Y,Y
SHR-838,白山別山社,はくさんべっさん,石川県,白山市,白山妙理権現,-,-,,Y,Y
SHR-839,白山御前峰社,はくさんごぜんぽう,石川県,白山市,白山妙理権現,-,-,,Y,Y
SHR-840,白山大汝峰社,はくさんおおなんじ,石川県,白山市,大国主神,-,-,,Y,Y
SHR-841,湯殿山開祖弘海上人霊,ゆどのこうかい,山形県,鶴岡市,湯殿権現,-,-,,Y,Y
SHR-842,月山中宮鳥海月山,がっさんちょうかい,山形県,東田川郡庄内町,月山権現,-,-,,Y,Y
SHR-843,出羽湯殿山口別院,でわゆどのべついん,山形県,鶴岡市,湯殿権現,-,-,,Y,Y
SHR-844,羽黒山本坊正善院,はぐろしょうぜんいん,山形県,鶴岡市羽黒町,羽黒権現,-,-,,Y,Y
SHR-845,加賀白山中宮,かがはくさんちゅうぐう,石川県,白山市,白山妙理権現,-,-,,Y,Y
SHR-846,吉野水分子守宮,よしのこもり,奈良県,吉野郡吉野町,弘法大師空海,-,村社,,Y,Y
SHR-847,吉野金峯山鬼門閣,きんぷきもん,奈良県,吉野郡吉野町,蔵王権現,-,-,,Y,Y
SHR-848,葛城修験道経塚,かつらぎきょうづか,奈良県,御所市,蔵王権現,-,-,,Y,Y
SHR-849,修験道笠懸山,かさかけやま,三重県,熊野市,蔵王権現,-,-,,Y,Y
SHR-850,修験道八経ヶ岳,はっきょうがたけ,奈良県,吉野郡上北山村,蔵王権現,-,-,,Y,Y
SHR-851,修験道弥山堂,みせんどう,奈良県,吉野郡天川村,蔵王権現,-,-,,Y,Y
SHR-852,修験道前鬼山,ぜんきさん,奈良県,吉野郡下北山村,役小角,-,-,,Y,Y
SHR-853,修験道後鬼山,ごきさん,奈良県,吉野郡上北山村,役小角,-,-,,Y,Y
SHR-854,修験道大日岳,だいにちだけ,岐阜県,高山市,蔵王権現,-,-,,Y,Y
SHR-855,修験道荒島岳,あらしまだけ,福井県,大野市,蔵王権現,-,-,,Y,Y
SHR-856,能勢妙見堂,のせみょうけんどう,兵庫県,川西市,妙見菩薩,-,-,,Y,Y
SHR-857,中山法華経寺鎮守,なかやまほっけきょうじちんじゅ,千葉県,市川市,,-,-,,Y,Y
SHR-858,身延山久遠寺鎮守,みのぶさんくおんじちんじゅ,山梨県,南巨摩郡身延町,,-,-,,Y,Y
SHR-859,池上本門寺鎮守,いけがみほんもんじちんじゅ,東京都,大田区,,-,-,,Y,Y
SHR-860,立正佼成会鎮守,りっしょうこうせいかいちんじゅ,東京都,杉並区,,-,-,,Y,Y
SHR-861,浄土宗総本山知恩院鎮守,ちおんいんちんじゅ,京都府,京都市東山区,,-,-,,Y,Y
SHR-862,浄土真宗本願寺西本願寺鎮守,にしほんがんじちんじゅ,京都府,京都市下京区,,-,-,,Y,Y
SHR-863,浄土真宗東本願寺鎮守,ひがしほんがんじちんじゅ,京都府,京都市下京区,,-,-,,Y,Y
SHR-864,臨済宗建長寺鎮守,けんちょうじちんじゅ,神奈川県,鎌倉市山ノ内,,-,-,,Y,Y
SHR-865,臨済宗円覚寺鎮守,えんがくじちんじゅ,神奈川県,鎌倉市山ノ内,,-,-,,Y,Y
SHR-866,曹洞宗永平寺鎮守,えいへいじちんじゅ,福井県,吉田郡永平寺町,,-,-,,Y,Y
SHR-867,曹洞宗總持寺鎮守,そうじじちんじゅ,神奈川県,横浜市鶴見区,,-,-,,Y,Y
SHR-868,時宗総本山遊行寺鎮守,ゆぎょうじちんじゅ,神奈川県,藤沢市,,-,-,,Y,Y
SHR-869,法華宗本能寺鎮守,ほんのうじちんじゅ,京都府,京都市中京区,,-,-,,Y,Y
SHR-870,天台宗比叡山延暦寺総鎮守,えんりゃくじそうちんじゅ,滋賀県,大津市坂本,,-,-,,Y,Y
SHR-871,真言宗高野山金剛峯寺総鎮守,こうやさんちんじゅそうちんじゅ,和歌山県,伊都郡高野町,,-,-,,Y,Y
SHR-872,真言宗東寺鎮守,とうじちんじゅ,京都府,京都市南区,,-,-,,Y,Y
SHR-873,真言宗醍醐寺鎮守,だいごじちんじゅ,京都府,京都市伏見区,,-,-,,Y,Y
SHR-874,真言宗仁和寺鎮守,にんなじちんじゅ,京都府,京都市右京区,,-,-,,Y,Y
SHR-875,真言律宗西大寺鎮守,さいだいじちんじゅ,奈良県,奈良市,,-,-,,Y,Y
SHR-876,出雲国分寺鎮守,いずもこくぶんじちんじゅ,島根県,松江市国分町,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-877,石見国分寺鎮守,いわみこくぶんじちんじゅ,島根県,浜田市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-878,常陸国分寺鎮守,ひたちこくぶんじちんじゅ,茨城県,石岡市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-879,下野国分寺鎮守,しもつけこくぶんじちんじゅ,栃木県,下野市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-880,武蔵国分寺鎮守,むさしこくぶんじちんじゅ,東京都,国分寺市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-881,相模国分寺鎮守,さがみこくぶんじちんじゅ,神奈川県,海老名市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-882,駿河国分寺鎮守,するがこくぶんじちんじゅ,静岡県,静岡市葵区,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-883,尾張国分寺鎮守,おわりこくぶんじちんじゅ,愛知県,稲沢市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-884,摂津国分寺鎮守,せっつこくぶんじちんじゅ,大阪府,大阪市天王寺区,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-885,和泉国分寺鎮守,いずみこくぶんじちんじゅ,大阪府,和泉市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-886,丹波国分寺鎮守,たんばこくぶんじちんじゅ,京都府,亀岡市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-887,但馬国分寺鎮守,たじまこくぶんじちんじゅ,兵庫県,豊岡市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-888,因幡国分寺鎮守,いなばこくぶんじちんじゅ,鳥取県,鳥取市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-889,伯耆国分寺鎮守,ほうきこくぶんじちんじゅ,鳥取県,倉吉市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-890,美作国分寺鎮守,みまさかこくぶんじちんじゅ,岡山県,津山市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-891,讃岐国分寺鎮守,さぬきこくぶんじちんじゅ,香川県,高松市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-892,阿波国分寺鎮守,あわこくぶんじちんじゅ,徳島県,徳島市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-893,土佐国分寺鎮守,とさこくぶんじちんじゅ,高知県,南国市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-894,豊後国分寺鎮守,ぶんごこくぶんじちんじゅ,大分県,大分市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-895,日向国分寺鎮守,ひゅうがこくぶんじちんじゅ,宮崎県,西都市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-896,大隅国分寺鎮守,おおすみこくぶちんじゅ,鹿児島県,霧島市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-897,薩摩国分寺鎮守,さつまこくぶちんじゅ,鹿児島県,薩摩川内市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-898,壱岐国分寺鎮守,いきこくぶちんじゅ,長崎県,壱岐市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-899,対馬国分寺鎮守,つしまこくぶちんじゅ,長崎県,対馬市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-900,甲斐国分寺鎮守,かいこくぶちんじゅ,山梨県,笛吹市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,-,,Y,Y
SHR-901,大山祇神社境内末社,おおやまづみまっしゃけいだいまっしゃ,愛媛県,今治市大三島町,大国主神,-,-,,Y,Y
SHR-902,石清水八幡境内末社,いわしみずまっしゃけいだいまっしゃ,京都府,八幡市八幡,,-,-,,Y,Y
SHR-903,住吉大社境内末社,すみよしまっしゃけいだいまっしゃ,大阪府,大阪市住吉区,,-,-,,Y,Y
SHR-904,伊勢神宮内宮所管社,いせないくうしょかんしゃ,三重県,伊勢市,,-,-,,Y,Y
SHR-905,伊勢神宮外宮所管社,いせげくうしょかんしゃ,三重県,伊勢市,,-,-,,Y,Y
SHR-906,生田神社境内末社,いくたまっしゃけいだいまっしゃ,兵庫県,神戸市中央区,大国主神,-,-,,Y,Y
SHR-907,廣田神社境内末社,ひろたまっしゃけいだいまっしゃ,兵庫県,西宮市大社町,大国主神,-,-,,Y,Y
SHR-908,住吉神社(下関)境内末社,ながとすみよしまっしゃけいだいまっしゃ,山口県,下関市,,-,-,,Y,Y
SHR-909,八坂神社境内末社,やさかまっしゃけいだいまっしゃ,京都府,京都市東山区,大国主神,-,-,,Y,Y
SHR-910,吉田神社境内末社,よしだまっしゃけいだいまっしゃ,京都府,京都市左京区,大国主神,-,-,,Y,Y
SHR-912,鞍馬寺鎮守由岐神社,ゆきじんじゃ,京都府,京都市左京区鞍馬本町,大国主神,-,村社,,Y,Y
SHR-913,八幡神社(由岐神社系),ゆきはちまん,京都府,京都市左京区,八幡神,-,-,,Y,Y
SHR-914,出石神社境内末社,いずしまっしゃけいだいまっしゃ,兵庫県,豊岡市,大国主神,-,-,,Y,Y
SHR-915,中山神社境内末社,なかやままっしゃけいだいまっしゃ,岡山県,津山市一宮,大国主神,-,-,,Y,Y
SHR-916,吉備津神社境内末社,きびつまっしゃけいだいまっしゃ,岡山県,岡山市北区吉備津,大国主神,-,-,,Y,Y
SHR-917,田村神社境内末社,たむらまっしゃけいだいまっしゃ,香川県,高松市,大国主神,-,-,,Y,Y
SHR-918,彌彦神社境内末社,やひこまっしゃけいだいまっしゃ,新潟県,西蒲原郡弥彦村,大国主神,-,-,,Y,Y
SHR-919,北野天満宮境内末社,きたのまっしゃけいだいまっしゃ,京都府,京都市上京区,大国主神,-,-,,Y,Y
SHR-920,伏見稲荷大社境内末社,ふしみいなりまっしゃけいだいまっしゃ,京都府,京都市伏見区,大国主神,-,-,,Y,Y
SHR-921,大宝神社,だいほうじんじゃ,滋賀県,栗東市綣,大国主神,式内社,県社,,Y,Y
SHR-923,筑波山神社摂社,つくばさんまっしゃせっしゃ,茨城県,つくば市筑波,大国主神,-,-,,Y,Y
SHR-924,枚岡神社境内末社,ひらおかまっしゃけいだいまっしゃ,大阪府,東大阪市,大国主神,-,-,,Y,Y
SHR-925,石上神宮境内末社,いそのかみまっしゃけいだいまっしゃ,奈良県,天理市,大国主神,-,-,,Y,Y
SHR-926,神武天皇陵,じんむてんのうりょう,奈良県,橿原市大久保町,神武天皇,-,-,,Y,Y
SHR-927,綏靖天皇陵,すいぜいてんのうりょう,奈良県,橿原市,綏靖天皇,-,-,,Y,Y
SHR-928,崇神天皇陵,すじんてんのうりょう,奈良県,天理市柳本町,崇神天皇,-,-,,Y,Y
SHR-929,垂仁天皇陵,すいにんてんのうりょう,奈良県,奈良市尼ヶ辻町,垂仁天皇,-,-,,Y,Y
SHR-930,景行天皇陵,けいこうてんのうりょう,奈良県,天理市渋谷町,景行天皇,-,-,,Y,Y
SHR-931,応神天皇陵,おうじんてんのうりょう,大阪府,羽曳野市誉田,応神天皇,-,-,,Y,Y
SHR-932,仁徳天皇陵,にんとくてんのうりょう,大阪府,堺市堺区大仙町,仁徳天皇,-,-,,Y,Y
SHR-933,天智天皇陵,てんじてんのうりょう,京都府,京都市山科区,天智天皇,-,-,,Y,Y
SHR-934,天武天皇陵,てんむてんのうりょう,奈良県,高市郡明日香村,天武天皇、持統天皇,-,-,,Y,Y
SHR-935,桓武天皇陵,かんむてんのうりょう,京都府,京都市伏見区,桓武天皇,-,-,,Y,Y
SHR-936,後醍醐天皇陵,ごだいごてんのうりょう,奈良県,吉野郡吉野町,後醍醐天皇,-,-,,Y,Y
SHR-937,後鳥羽天皇陵,ごとばてんのうりょう,島根県,隠岐郡海士町,後鳥羽天皇,-,-,,Y,Y
SHR-938,崇徳天皇陵,すとくてんのうりょう,香川県,坂出市青海町,崇徳天皇,-,-,,Y,Y
SHR-939,安徳天皇陵,あんとくてんのうりょう,山口県,下関市阿弥陀寺町,安徳天皇,-,-,,Y,Y
SHR-940,孝明天皇陵,こうめいてんのうりょう,京都府,京都市東山区,孝明天皇,-,-,,Y,Y
SHR-941,竈門神社,かまどじんじゃ,福岡県,太宰府市内山,玉依姫,式内社,県社,,Y,Y
SHR-942,筥崎宮境内末社,はこざきまっしゃけいだいまっしゃ,福岡県,福岡市東区箱崎,,-,-,,Y,Y
SHR-943,太宰府天満宮境内末社,だざいふまっしゃけいだいまっしゃ,福岡県,太宰府市,,-,-,,Y,Y
SHR-944,太宰府観世音寺鎮守,かんぜおんじちんじゅ,福岡県,太宰府市観世音寺,,-,-,,Y,Y
SHR-945,住吉神社(博多)境内末社,はかたすみよしまっしゃけいだいまっしゃ,福岡県,福岡市博多区住吉,,-,-,,Y,Y
SHR-946,筑紫神社,ちくしじんじゃ,福岡県,筑紫野市原田,,式内社,県社,,Y,Y
SHR-947,水城跡神社,みずきあとじんじゃ,福岡県,太宰府市水城,,-,-,,Y,Y
SHR-948,大野城跡神社,おおのじょうあとじんじゃ,福岡県,大野城市,,-,-,,Y,Y
SHR-949,基肄城跡神社,きいじょうあとじんじゃ,佐賀県,三養基郡基山町,,-,-,,Y,Y
SHR-950,金田城跡神社,かねたじょうあとじんじゃ,長崎県,対馬市,,-,-,,Y,Y
SHR-951,難波宮跡神社,なにわきゅうあとじんじゃ,大阪府,大阪市中央区,,-,-,,Y,Y
SHR-952,飛鳥寺鎮守,あすかでらちんじゅ,奈良県,高市郡明日香村飛鳥,,-,-,,Y,Y
SHR-953,法隆寺鎮守,ほうりゅうじちんじゅ,奈良県,生駒郡斑鳩町,,-,-,,Y,Y
SHR-954,四天王寺鎮守,してんのうじちんじゅ,大阪府,大阪市天王寺区,,-,-,,Y,Y
SHR-955,唐招提寺鎮守,とうしょうだいじちんじゅ,奈良県,奈良市五条町,,-,-,,Y,Y
SHR-956,薬師寺鎮守,やくしじちんじゅ,奈良県,奈良市西ノ京町,,-,-,,Y,Y
SHR-957,興福寺鎮守,こうふくじちんじゅ,奈良県,奈良市登大路町,,-,-,,Y,Y
SHR-958,元興寺鎮守,がんごうじちんじゅ,奈良県,奈良市芝新屋町,,-,-,,Y,Y
SHR-959,大安寺鎮守,だいあんじちんじゅ,奈良県,奈良市大安寺町,,-,-,,Y,Y
SHR-960,法華寺鎮守,ほっけじちんじゅ,奈良県,奈良市法華寺町,,-,-,,Y,Y
SHR-961,鬼門封じ神社,きもんふうじじんじゃ,全国,城下町東北方,,-,-,,Y,Y
SHR-962,裏鬼門封じ神社,うらきもんふうじじんじゃ,全国,城下町西南方,,-,-,,Y,Y
SHR-963,方違神社諸地,ほうちがいじんじゃ,全国,都市,,-,-,,Y,Y
SHR-964,地鎮祭神諸地,じちんさいじん,全国,建築地,,-,-,,Y,Y
SHR-965,大神宮社諸地,だいじんぐう,全国,村落,天照大御神,-,-,,Y,Y
SHR-966,熊野神社諸地(全国分祀),くまのしょち,全国,村落,熊野速玉大神、熊野夫須美大神、家都美御子大神,-,-,,Y,Y
SHR-967,神明宮諸地,しんめいしょち,全国,村落,天照大御神,-,-,,Y,Y
SHR-968,十二社諸地,じゅうにしゃしょち,全国,村落,熊野速玉大神、熊野夫須美大神、家都美御子大神,-,-,,Y,Y
SHR-969,貴船神社分祀,きふね分祀,全国,水源地,貴船神,-,-,,Y,Y
SHR-970,白山神社分祀,はくさんぶんし,全国,山間部,白山妙理権現,-,-,,Y,Y
SHR-971,諏訪神社分祀,すわぶんし,全国,村落,建御名方神,-,-,,Y,Y
SHR-973,稲荷神社諸地,いなりしょち,全国,村落,宇迦之御魂神,-,-,,Y,Y
SHR-974,天満宮諸地,てんまんしょち,全国,村落,菅原道真,-,-,,Y,Y
SHR-975,住吉神社諸地,すみよししょち,全国,海岸部,住吉神(底筒)、住吉神(中筒)、住吉神(表筒),-,-,,Y,Y
SHR-976,祇園神社諸地,ぎおんしょち,全国,村落,須佐之男命,-,-,,Y,Y
SHR-977,七福神諸地,しちふくじん,全国,近世以降,,-,-,,Y,Y
SHR-978,えびす神諸地,えびすしょち,全国,海岸・市場,事代主神,-,-,,Y,Y
SHR-979,三内丸山遺跡祭祀地,さんないまるやまさいしさいしち,青森県,青森市三内丸山,,-,-,,Y,Y
SHR-980,加曽利貝塚祭祀地,かそりかいづかさいしさいしち,千葉県,千葉市若葉区桜木,,-,-,,Y,Y
SHR-981,大湯環状列石祭祀地,おおゆかんじょうれっせきさいしさいしち,秋田県,鹿角市,,-,-,,Y,Y
SHR-982,是川遺跡祭祀地,これかわさいしさいしち,青森県,八戸市是川,,-,-,,Y,Y
SHR-983,亀ヶ岡遺跡祭祀地,かめがおかさいしさいしち,青森県,つがる市木造,,-,-,,Y,Y
SHR-984,尖石遺跡祭祀地,とがりいしさいしさいしち,長野県,茅野市豊平,,-,-,,Y,Y
SHR-985,登呂遺跡祭祀地,とろさいしさいしち,静岡県,静岡市駿河区,,-,-,,Y,Y
SHR-986,吉野ヶ里遺跡祭祀地,よしのがりさいしさいしち,佐賀県,神埼郡吉野ヶ里町,,-,-,,Y,N
SHR-987,纒向遺跡祭祀地,まきむくさいしさいしち,奈良県,桜井市,,-,-,,Y,Y
SHR-988,唐古鍵遺跡祭祀地,からこかぎさいしさいしち,奈良県,磯城郡田原本町,,-,-,,Y,Y
SHR-989,荒神谷遺跡祭祀地,こうじんだにさいしさいしち,島根県,出雲市斐川町,,-,-,,Y,Y
SHR-990,加茂岩倉遺跡祭祀地,かもいわくらさいしさいしち,島根県,雲南市加茂町,,-,-,,Y,Y
SHR-991,石舞台古墳,いしぶたいこふん,奈良県,高市郡明日香村,,-,-,,Y,Y
SHR-992,高松塚古墳,たかまつづかこふん,奈良県,高市郡明日香村,,-,-,,Y,Y
SHR-993,キトラ古墳,きとらこふん,奈良県,高市郡明日香村,,-,-,,Y,Y
SHR-994,吉備大臣社,きびのおおおみしゃ,岡山県,倉敷市,吉備津彦命,-,-,,Y,Y
SHR-995,空海誕生地善通寺鎮守,ぜんつうじちんじゅ,香川県,善通寺市,弘法大師空海,-,-,,Y,Y
SHR-996,最澄誕生地坂本,さかもとさいちょう,滋賀県,大津市坂本,伝教大師最澄,-,-,,Y,Y
SHR-997,空海高野山奥之院,こうやおくのいん,和歌山県,伊都郡高野町,弘法大師空海,-,-,,Y,Y
SHR-998,源頼朝墓神社,みなもとよりともじんじゃ,神奈川県,鎌倉市,源頼朝,-,-,,Y,Y
SHR-999,源義経神社,みなもとよしつねじんじゃ,岩手県,西磐井郡平泉町,源義経,-,-,,Y,Y
