motif_id	motif_name	category	summary	related_deities	related_shrines	related_regions	related_clans	related_myths	earliest_sources	symbolic_meaning	ritual_meaning	political_meaning	archaeological_possible_relation	related_folklore	notes	verified_status	verification_dimension	verified_at	verified_by	verification_source
MOTIF-236	青柴垣神事	祭祀儀礼	美保神社のコトシロヌシ服従再演	DEI-009	SHR-020	出雲	-	IZM-137	美保社伝	-	国譲り再演	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-237	諸手船神事	祭祀儀礼	美保神社の問答再演	DEI-009	SHR-020	出雲	-	IZM-138	美保社伝	-	国譲り再演	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-238	葵祭	祭祀儀礼	賀茂祭	-	SHR-013|SHR-014	山城	CLN-040	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-239	春日祭	祭祀儀礼	藤原氏祭祀	-	SHR-012	大和	CLN-008	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-240	祇園祭	祭祀儀礼	八坂神社祇園会	DEI-002|DEI-030	SHR-017	山城	-	MYTH-094	諸記録	疫神鎮め	-	平安末以降	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-241	大嘗祭	祭祀儀礼	即位の大祭	-	-	-	皇統	-	諸正史	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-242	鎮魂祭	祭祀儀礼	霊を鎮める祭祀	-	-	-	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-243	式年遷宮	祭祀儀礼	伊勢の20年遷宮	DEI-003	SHR-002	伊勢	-	-	諸記録	-	-	持統朝起源	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-244	湯立	祭祀儀礼	全国の湯立神楽	-	-	全国	-	-	諸民俗	浄化	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-245	神楽	祭祀儀礼	地方神楽の多様性	-	-	出雲|九州|全国	-	MYTH-078	諸資料	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-246	国常立尊	王権神話	古事記書紀冒頭の独神	-	-	大和	-	-	古事記|書紀	-	-	-	-	-	書紀本文では最初の神	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-247	国狭槌尊	王権神話	書紀冒頭の独神	-	-	大和	-	-	書紀	-	-	-	-	-	書紀のみ	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-248	豊雲野神	王権神話	古事記書紀冒頭	-	-	大和	-	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-249	神世七代	王権神話	古事記書紀冒頭	-	-	大和	-	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-250	天之御中主神	王権神話	造化三神最初	DEI-304	-	-	-	-	古事記	-	-	抽象最高神	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-251	高御産巣日神	王権神話	造化三神	DEI-007	-	-	-	-	古事記|書紀	-	-	国譲り主導神(書紀本文)	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-252	神産巣日神	王権神話	造化三神	DEI-008	-	-	-	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-253	国生み諸島	王権神話	8 島の生成	DEI-005|DEI-006	-	日本列島	-	-	古事記|書紀	-	国土の神聖化	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-254	淡路島生成	王権神話	国生み最初	-	-	淡路	-	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-255	伊予二名島	王権神話	国生み(四国)	-	-	四国	-	-	古事記	-	-	-	-	-	四国の古名	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-256	筑紫島	王権神話	国生み(九州)	-	-	九州	-	-	古事記	-	-	-	-	-	九州古名	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-257	伊岐島	王権神話	国生み(壱岐)	-	-	壱岐	-	-	古事記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-258	津島	王権神話	国生み(対馬)	-	-	対馬	-	-	古事記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-259	佐度島	王権神話	国生み(佐渡)	-	-	佐渡	-	-	古事記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-260	大倭豊秋津島	王権神話	国生み(本州)	-	-	本州	-	-	古事記	-	-	-	-	-	本州古名	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-261	伊吹山白猪	王権神話	ヤマトタケル晩年	DEI-016|DEI-227	-	近江	-	-	古事記|書紀	-	-	ヤマトタケル死因	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-262	倭建命東征	王権神話	ヤマトタケル東征	DEI-016	-	全国	皇統	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-263	草薙剣の継承	王権神話	尾張氏への剣継承	DEI-016|DEI-085	SHR-126	尾張	尾張氏	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-264	十種神宝	物的祭祀	物部氏伝来	DEI-345	SHR-011	大和(石上)	物部氏	-	先代旧事本紀	-	-	物部祭祀権	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-265	七支刀(石上)	物的祭祀	CE 369 銘鉄刀	-	SHR-011	大和(石上)	物部氏	-	発掘|書紀	-	-	百済→倭の外交	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-266	布都御魂	物的祭祀	石上神剣	DEI-342	SHR-011	大和	物部氏	-	古事記|書紀	-	物部祭祀	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-267	布留御魂	物的祭祀	十種神宝の核	DEI-343	SHR-011	大和	物部氏	-	先代旧事本紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-268	布都斯魂	物的祭祀	物部三神	DEI-344	SHR-011	大和	物部氏	-	先代旧事本紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-269	八咫鏡(別)	物的祭祀	伊勢内宮神体	DEI-105	SHR-002	伊勢	皇統	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-270	八尺瓊勾玉(別)	物的祭祀	皇居神宝	DEI-106	-	皇都	皇統	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-271	大祓詞	祭祀儀礼	大祓神事の祝詞	-	-	皇都|全国	中臣氏	-	延喜式	-	祓い	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-272	祓戸大神	祭祀儀礼	大祓詞の祓神	DEI-288|DEI-289|DEI-290|DEI-291	-	全国	-	-	大祓詞	-	-	-	-	-	四神	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-273	六月晦大祓	祭祀儀礼	夏越大祓	-	-	全国	-	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-274	十二月晦大祓	祭祀儀礼	年越大祓	-	-	全国	-	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-275	茅の輪くぐり	祭祀儀礼	夏越大祓の儀礼	-	-	全国	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-276	節分	祭祀儀礼	節分豆まき	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-277	七夕	祭祀儀礼	星祭(中国渡来)	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-278	お盆	祭祀儀礼	盂蘭盆会(仏教)	-	-	全国	-	-	諸記録	-	祖霊	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-279	元日	祭祀儀礼	正月の神事	-	-	全国	皇統	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-280	四方拝	祭祀儀礼	元日の宮中儀礼	-	-	皇都	皇統	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-281	祈年祭	祭祀儀礼	年初の豊穣祈願	-	-	全国	-	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-282	月次祭	祭祀儀礼	毎月の祭祀	-	-	全国	-	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-283	新嘗祭(集合)	祭祀儀礼	収穫感謝	-	-	全国	皇統	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-284	大嘗祭(集合)	祭祀儀礼	即位儀礼	-	-	皇都	皇統	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-285	賀茂葵祭	祭祀儀礼	賀茂上下の祭礼	-	SHR-013|SHR-014	山城	賀茂氏	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-286	祇園祭(集合)	祭祀儀礼	八坂神社祇園会	-	SHR-017	山城	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-287	山王祭	祭祀儀礼	日吉大社祭礼	-	SHR-014	近江	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-288	春日祭	祭祀儀礼	藤原氏祭礼	-	SHR-012	大和	藤原氏	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-289	若宮おん祭	祭祀儀礼	春日若宮の祭礼	-	SHR-012	大和	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-290	諏訪御柱大祭	祭祀儀礼	7 年式年大祭	DEI-010	SHR-039〜042	諏訪	-	-	諏訪社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-291	式年遷宮(伊勢)	祭祀儀礼	20 年式年遷宮	-	SHR-002|SHR-003	伊勢	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-292	式年遷宮(出雲)	祭祀儀礼	60 年式年遷宮	-	SHR-001	出雲	出雲国造	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-293	出雲国造神賀詞奏上	祭祀儀礼	716 年初奏上	DEI-001|DEI-013	SHR-001	大和|出雲	出雲国造	-	続日本紀|延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-294	岩戸籠もり	王権神話	アマテラス岩戸籠もり	DEI-003	SHR-064	日向	-	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-295	岩戸開き	王権神話	アマテラス岩戸開き	DEI-003|DEI-111	-	日向	-	-	古事記|書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-296	太占	祭祀儀礼	忌部の鹿卜	-	-	大和	忌部氏	-	古語拾遺	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-297	亀卜	祭祀儀礼	中臣の亀卜	-	-	対馬|大和	卜部氏	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-298	夢占	祭祀儀礼	神託夢	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-299	鹿卜(諏訪)	祭祀儀礼	諏訪御頭祭	DEI-010	SHR-040	諏訪	守矢氏	-	守矢家文書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-300	大田田根子託宣	祭祀儀礼	崇神朝大物主祟り鎮め	DEI-014	SHR-010	大和	-	-	書紀崇神紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-301	卑弥呼鬼道	政治祭祀	魏志倭人伝の鬼道	-	-	北部九州or大和	-	-	魏志倭人伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-302	倭迹迹日百襲姫	政治祭祀	崇神朝の祭祀者	-	SHR-010|箸墓	大和	-	-	書紀	-	-	卑弥呼候補 L4	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-303	纒向遺跡	考古遺跡	3-4 世紀祭祀都市	-	-	大和	-	-	発掘調査	-	-	ヤマト王権発祥	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-304	箸墓古墳	考古遺跡	卑弥呼墓説 L2	-	-	大和	-	-	発掘|書紀	-	-	邪馬台国畿内説	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-305	古墳築造	考古	前方後円墳出現期	-	-	全国	-	-	発掘調査	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-306	大仙陵古墳	考古遺跡	伝仁徳天皇陵	-	-	和泉	皇統	-	発掘調査	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-307	誉田御廟山古墳	考古遺跡	伝応神天皇陵	-	-	河内	皇統	-	発掘調査	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-308	高松塚古墳	考古遺跡	古墳壁画	-	-	大和	-	-	発掘調査	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-309	キトラ古墳	考古遺跡	古墳壁画+四神	-	-	大和	-	-	発掘調査	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-310	黒塚古墳	考古遺跡	33 面の三角縁神獣鏡	-	-	大和	-	-	発掘調査	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-311	椿井大塚山古墳	考古遺跡	卑弥呼贈鏡候補	-	-	山城	-	-	発掘調査	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-312	三角縁神獣鏡	考古遺物	卑弥呼貰鏡候補	-	-	全国	-	-	発掘調査	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-313	四神(青龍朱雀白虎玄武)	祭祀構造物	古墳壁画	-	-	大和	-	-	発掘調査	-	中国陰陽道	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-314	南宮神社祭祀	祭祀	美濃金山彦祭祀	DEI-221	南宮大社	美濃	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-315	平泉中尊寺	遺跡	奥州藤原氏	-	-	陸奥	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-316	出雲大社遷宮	祭祀	60 年遷宮	-	SHR-001	出雲	出雲国造	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-317	出雲大社旧本殿(高層伝)	遺跡	高さ 48m 説 L2	-	SHR-001	出雲	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-318	諏訪上社前宮	遺跡	縄文〜中世祭祀	DEI-010|DEI-132	SHR-040	諏訪	守矢氏	-	守矢家文書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-319	斎場御嶽	遺跡	琉球最高聖地	DEI-258	-	琉球(沖縄)	琉球王家	-	琉球祭祀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-320	久高島	遺跡	琉球創世神話の島	DEI-259	-	琉球	-	-	琉球祭祀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-321	出羽三山修験	祭祀	月山+羽黒+湯殿	DEI-202|DEI-203|DEI-204	SHR-113|114|115	出羽	羽黒派	-	出羽三山社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-322	出羽三山三世観	祭祀	過去/現在/未来	-	-	出羽	-	-	出羽三山社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-323	即身仏(湯殿山)	祭祀	湯殿山修験	-	SHR-115	出羽	羽黒派	-	諸資料	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-324	大峰奥駈修行	祭祀	修験道修行	DEI-211|DEI-191	SHU-009	大和(吉野)	本山派|当山派	-	諸修験書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-325	熊野三山参詣	祭祀	院政期熊野詣	DEI-194|DEI-192|DEI-193	SHR-005|SHR-090|SHR-091	紀伊	-	皇統	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-326	白山修験	祭祀	白山中辺路	DEI-195	SHR-047|SHU-004	加賀越前美濃	-	-	白山社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-327	富士登拝	祭祀	富士山信仰	DEI-197	SHR-031	駿河	富士講	-	浅間社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-328	立山地獄信仰	祭祀	立山修験	DEI-205	SHU-005	越中	-	-	立山社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-329	戸隠九頭龍	祭祀	戸隠修験	DEI-206|DEI-207	SHU-006	信濃	-	-	戸隠社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-330	木曽御嶽講	祭祀	近世以降	DEI-208	SHU-017	信濃美濃	御嶽講	-	御嶽社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-331	愛宕信仰	祭祀	山城火防	DEI-218	愛宕神社	山城	-	-	愛宕社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-332	秋葉信仰	祭祀	遠江火防	DEI-219	秋葉山	遠江	-	-	秋葉社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-333	日吉山王神道	祭祀	比叡山天台習合	DEI-200|DEI-201	SHR-014	近江	山王神道	-	山王神道書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-334	山王二十一社	祭祀	日吉山王の21社	-	SHR-014	近江	-	-	山王神道書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-335	両部神道	祭祀	伊勢真言密教習合	-	SHR-002	伊勢	-	-	両部神道書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-336	吉田神道	祭祀	卜部兼俱の中世神道	-	吉田神社	山城	卜部氏	-	吉田神道書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-337	度会神道	祭祀	度会家行の伊勢神道	-	SHR-003	伊勢	度会氏	-	神道五部書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-338	垂加神道	祭祀	山崎闇斎の神儒合一	-	-	山城	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-339	復古神道	祭祀	平田篤胤	DEI-388	-	全国	平田門下	-	霊能真柱	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-340	国家神道	政治祭祀	明治以降	DEI-394	-	全国	近代	-	近代	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-341	教派神道13派	祭祀	明治分立	-	-	全国	-	-	近代	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-342	靖国信仰	政治祭祀	近代戦没者神格化	DEI-400	-	山城	-	-	近代	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-343	護国神社	祭祀	近代戦没者各地	DEI-401	-	全国	-	-	近代	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-344	神社合祀令	政治	明治末	-	-	全国	-	-	近代	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-345	神仏分離令	政治	1872	-	-	全国	-	-	1872年	-	-	近代分水嶺	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-346	修験道廃止令	政治	1872	-	-	全国	-	-	1872年	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-347	国家神道解体	政治	GHQ 1945	-	-	全国	-	-	1945年	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-348	神社本庁設立	祭祀	1946	DEI-395	-	全国	-	-	戦後	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-349	近代式年遷宮	祭祀	伊勢の継続	-	SHR-002	伊勢	-	-	近代	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-350	平成大遷宮(出雲)	祭祀	2013	-	SHR-001	出雲	出雲国造	-	近代	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-351	新撰姓氏録氏族分類	神話編集	皇別/神別/諸蕃	-	-	全国	-	-	新撰姓氏録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-352	先代旧事本紀	神話編集	物部家伝	-	-	-	物部氏	-	先代旧事本紀	-	-	物部視点	-	-	偽書論争 L2	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-353	古語拾遺	神話編集	忌部視点	DEI-363	-	-	忌部氏	-	古語拾遺	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-354	倭姫命世記	神話編集	伊勢中世	DEI-091	SHR-002	伊勢	-	-	倭姫命世記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-355	神道五部書	神話編集	伊勢中世	-	SHR-002	伊勢	度会氏	-	諸資料	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-356	中臣祓訓解	神話編集	中世	-	-	-	-	-	諸資料	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-357	諏訪大明神画詞	神話編集	諏訪中世	-	諏訪大社	諏訪	-	-	諏訪大明神画詞	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-358	守矢家文書	神話編集	諏訪在来	DEI-132	-	諏訪	守矢氏	-	守矢家文書	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-359	阿蘇神社縁起	神話編集	阿蘇	DEI-233	SHR-059	肥後	阿蘇氏	-	阿蘇社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-360	籠神社海部氏系図	神話編集	海部氏家伝(国宝)	-	SHR-085	丹後	海部氏	-	籠神社系図	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-361	出雲国風土記	神話編集	733 完本	-	-	出雲	出雲国造	-	出雲国風土記	-	-	地方視点	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-362	播磨国風土記	神話編集	逸文	-	-	播磨	-	-	播磨国風土記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-363	常陸国風土記	神話編集	-	-	SHR-007	常陸	-	-	常陸国風土記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-364	豊後国風土記	神話編集	逸文	-	-	豊後	-	-	豊後国風土記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-365	肥前国風土記	神話編集	逸文	-	-	肥前	-	-	肥前国風土記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-366	古事記伝	神話編集	本居宣長 1798	DEI-389	-	-	国学者	-	古事記伝	-	-	近世国学	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-367	霊能真柱	神話編集	平田篤胤	DEI-388	-	-	-	-	霊能真柱	-	-	幽冥論	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-368	玉襷	神話編集	平田篤胤	DEI-388	-	-	-	-	玉襷	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-369	大日本史	神話編集	水戸藩編纂	DEI-390	-	-	-	-	大日本史	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
