shrine_id	extended_summary	history	rituals_culture	primary_sources	external_links
SHR-750	【概要】神奈川県足柄下郡箱根町、芦ノ湖畔に鎮座する箱根神社の前身。古来「箱根三所権現」「関東総鎮守箱根大権現」と称され、箱根山の山岳信仰・修験の中心であった。【祭神】神仏習合下では箱根三所権現が祀られた。現在の箱根神社では箱根大神(瓊瓊杵尊・木花咲耶姫命・彦火火出見尊)を祀る(既存記録は蔵王権現を挙げるが、これは修験習合下の本地的解釈による表記とみられる)。【創建・由緒】社伝によれば孝昭天皇の御代に聖占仙人が駒ヶ岳に神仙宮を開き神山を神体山として祀ったのに始まり、奈良時代の天平宝字元年(757)、入峰修行した万巻上人が箱根大神の神託により現在地に社殿を建立したと伝わる。以後、仏教とりわけ修験道と習合し「箱根三所権現」と号した。【社格・歴史的位置づけ】近代社格は国幣小社、現在は別表神社(箱根神社)。東海道の要衝箱根に鎮まり、関東総鎮守として朝野の崇敬を集めた。	【古代】社伝では聖占仙人の開創、万巻上人による天平宝字元年の社殿建立を伝える。【中世】箱根権現は修験の一大霊場として発展し、源頼朝をはじめ鎌倉幕府歴代将軍の崇敬を受けた。伊豆山権現とあわせ「二所権現」と称され、将軍の二所詣の対象とされた。【近世】箱根山を越える東海道の旅人や大名の崇敬を集めた。【近代】神仏分離により箱根神社と改称し国幣小社に列した。芦ノ湖中の平和の鳥居が近代以降の景観として知られる。	【祭礼】例大祭(箱根神社例祭)や、芦ノ湖を舞台とする湖水祭が行われる。【信仰・特色】開運厄除・交通安全・心願成就の神として信仰される。境内には九頭龍神社(本宮)を関連社として擁し、芦ノ湖の龍神信仰を伝える。【文化財】万巻上人坐像など修験ゆかりの宝物・文化財を伝え、宝物殿に収蔵する。	社伝	箱根神社公式 https://hakonejinja.or.jp/
SHR-754	【概要】東京都青梅市、武蔵御岳山(標高約929m)の山上に鎮座する。古くからの霊山で、日本狼を神格化した「おいぬ様」(大口真神)信仰で知られる。【祭神】櫛真智命・大己貴命・少彦名命・日本武尊・廣國押武金日命を祀る(既存記録は伊邪那岐命のみを挙げるが、当社本殿の主祭神は右の諸神とされる)。眷属として大口真神(おいぬ様)を祀る。【創建・由緒】社伝では崇神天皇の御代の創建と伝え、古来武蔵国の霊山として崇敬された。日本武尊が東征の折、御岳山中で邪神に惑わされた際、白狼が現れて道案内をしたという伝承から、大口真神(おいぬ様)信仰が生まれたと伝わる。中世には金峰山の蔵王権現を勧請し「武州御嶽蔵王権現」と称された。【社格・歴史的位置づけ】近代社格は府社、現在は別表神社。武蔵御岳山への山岳信仰と御師(おし)集落を基盤とし、関東一円に御嶽講を広めた。	【古代】社伝では崇神朝の創建とし、日本武尊の道案内伝承を伝える。【中世】金峰山の蔵王権現信仰を受けて「武州御嶽蔵王権現」と称され、武将の崇敬を集めた。畠山重忠が建久2年(1191)に鎧などを奉納したと伝わる。【近世】山上に御師の集落が形成され、各地に御嶽講が結ばれて参詣が盛んになった。盗難・火難除けのおいぬ様の御札が広く頒布された。【近代】神仏分離を経て御嶽神社(武蔵御嶽神社)となり府社に列した。	【祭礼】例大祭のほか、おいぬ様信仰にちなむ神事が行われる。日の出祭などが伝わる。【信仰・特色】大口真神(おいぬ様)を眷属神とし、魔除け・盗難除け・防火の神として崇敬される。狼を象った御札・狛犬が特色をなす。【文化財】畠山重忠奉納と伝える「赤糸威鎧(兜・大袖付)」は平安後期作の大鎧で日本三大鎧の一つに数えられ国宝に指定される。宝物殿に多数の刀剣・武具を収蔵する。	社伝	武蔵御嶽神社公式 https://musashimitakejinja.jp/
SHR-755	【概要】茨城県つくば市、男体山(標高871m)・女体山(同877m)の二峰からなる筑波山を神体山とする式内社で、関東を代表する霊山信仰の社。山麓の拝殿のほか両山頂に本殿を構える。【祭神】男体山頂に筑波男大神、女体山頂に筑波女大神を祀る。両神は現在それぞれ伊弉諾尊・伊弉冊尊に比定され、夫婦二神を祀る双体祭祀の社として知られる。なお祭神の同定は明治以降に整理されたもので、古来は筑波の山神そのものを祀ったとみられる。【創建・由緒】創建年代は不明で古代に遡るとされる。万葉集にも筑波山を詠む歌が多く、嬥歌(かがい、歌垣)の場として古来人々が集った霊地であった。【社格・歴史的位置づけ】延喜式神名帳に筑波山神社として男神一座を名神大社、女神一座を小社として列す。近代社格は県社、現在は別表神社。富士と並ぶ東国の名山として広く信仰された。	【古代】筑波山は万葉集に多く詠まれ、男女が集う歌垣の場として知られた霊山であった。延喜式神名帳に名神大社・小社として列す。【中世】神仏習合が進み、山中に筑波山知足院中禅寺が営まれ、徳川家の崇敬を受けて隆盛した。修験の行場ともなった。【近世・近代】江戸期は中禅寺を中心に栄えたが、明治の神仏分離で寺院は廃され、筑波山神社として再編された。県社に列し、後に別表神社となった。	【祭礼】春と秋の御座替祭(おざがわりさい)が著名で、神衣を奉る神事とともに神輿の渡御が行われる。古来の歌垣(かがい)の伝統を背景に持つ。【建築・文化財】山麓の拝殿のほか、男体山・女体山の両山頂に本殿を設ける独特の形態をとる。境内には江戸期の随神門が残る。【信仰・立地】筑波山はケーブルカー・ロープウェイで両山頂に至り、関東平野を一望する。縁結び・夫婦和合の信仰を集める。	延喜式神名帳|万葉集|社伝	筑波山神社公式 https://www.tsukubasanjinja.jp/
SHR-757	【概要】群馬県高崎市、榛名山の中腹に鎮座する式内社。奇岩怪石に囲まれた渓谷に社殿が営まれ、関東屈指の景勝・霊地として知られる。【祭神】火産霊神(ほむすびのかみ)と埴山姫神(はにやまひめのかみ)を主祭神とし、火と土の神を祀る。鎮火・五穀豊穣・商売繁盛などの神徳で信仰される。【創建・由緒】社伝では第31代用明天皇元年(586)の創建と伝わる(既存記録の天武朝伝とは異伝)。榛名山そのものを神体とする山岳信仰に発し、古来「榛名大神」「榛名権現」として崇敬された。【社格・歴史的位置づけ】延喜式神名帳に上野国の名神大社として列し、上野国十二社の一つに数えられた。近代社格は県社、現在は別表神社。雨乞いの霊験で知られ、関東一円に榛名講が結ばれた。	【古代】榛名山を神体とする山岳信仰に発し、延喜式神名帳に上野国の名神大社として列す。上野国十二社の一に数えられた。【中世】神仏習合のもとで榛名権現・満行宮と称され、別当寺の巌殿寺(後の榛名山巌殿寺)を中心に修験の霊場として栄えた。【近世・近代】雨乞いの神として関東各地に榛名講が結ばれ、参詣を集めた。明治の神仏分離で榛名神社と改められ、県社に列し、後に別表神社となった。	【祭礼】例祭のほか、農事と結びついた祭儀を伝え、雨乞い・五穀豊穣の信仰で知られる。【建築・文化財】御姿岩(みすがたいわ)と呼ばれる巨岩に接して本殿が建つ独特の構造で、本社・幣殿・拝殿や双龍門、神楽殿など江戸後期の社殿群が国の重要文化財に指定される。【境内】参道は渓流沿いに奇岩・滝・杉並木が連なり、矢立杉(国天然記念物)など巨木が茂る景勝地として知られる。	延喜式神名帳|社伝	榛名神社公式 https://www.haruna.or.jp/
SHR-759	【概要】宮崎県日南市、日向灘に面した断崖の海食洞窟内に本殿を構える特異な社で、神武天皇の父神を祀る。「鵜戸さん」として親しまれる。【祭神】日子波瀲武鸕鶿草葺不合尊(ひこなぎさたけうがやふきあえずのみこと)を主祭神とする。既存記録は豊玉姫を主祭神とするが、社伝・公式では鸕鶿草葺不合尊を主祭神とし、豊玉姫らを配祀するとされる。【創建・由緒】社伝では崇神天皇の治世の創建と伝え、推古朝に社殿が建てられたとする。神話では豊玉姫が海辺の鵜の羽で葺いた産屋でウガヤフキアエズを産んだとされ、その産屋の跡が当地の洞窟と伝わる。【社格・歴史的位置づけ】延喜式神名帳所載の論社とされ、近代に官幣大社、現在は別表神社。日向神話・天孫降臨ゆかりの地として全国的崇敬を集め、安産・育児の神として信仰される。	【古代】社伝では崇神朝の創建とし、ウガヤフキアエズ生誕の地と伝える。海食洞窟を神域とする古い信仰の形を残す。【中世】神仏習合のもとで「鵜戸権現」「鵜戸山大権現」と称され、別当寺の仁王護国寺を中心に修験・観音信仰の霊場として栄え、西国からの参詣者を集めた。【近世・近代】飫肥藩の崇敬を受けて社殿が整えられた。明治の神仏分離で鵜戸神宮と改められ、官幣大社に列した。	【祭礼】例祭のほか、安産・育児を祈る信仰が篤い。本殿前の「お乳岩」から滴る水で作るとされる「おちちあめ」など、豊玉姫の伝承にちなむ習俗が伝わる。【建築・文化財】朱塗りの権現造の本殿が海食洞窟の中に鎮座する全国でも珍しい形態をとる。【境内・名所】岸辺の「亀石」に願掛けの「運玉」を投げ入れる風習や、神話にちなむ霊石が点在し、日向灘の景観とあいまって参詣者を集める。	延喜式神名帳|古事記|日本書紀|社伝	鵜戸神宮公式 https://www.udojingu.or.jp/
SHR-760	【概要】宮崎県宮崎市、日向灘に浮かぶ周囲約1.5kmの青島全島を神域とする社。亜熱帯植物に覆われ「鬼の洗濯板」と呼ばれる波状岩に囲まれた景勝地に鎮まる。【祭神】天津日高彦火火出見命(山幸彦)を主祭神とし、豊玉姫命・塩筒大神を配祀する。既存記録は豊玉姫を主祭神とするが、社伝・公式では彦火火出見命を主祭神とし、豊玉姫らを祀るとされる。【創建・由緒】創建年代は不明だが、平安期の国司巡視記「日向土産」に「嵯峨天皇の御宇に青島大明神を奉崇」と記されると伝わり、嵯峨朝の奉斎を伝える。山幸彦が海神宮(綿津見宮)から帰還した地と伝えられ、海幸山幸神話ゆかりの社とされる。【社格・歴史的位置づけ】古代社格は不詳。近代社格は県社、現在は別表神社。縁結び・安産・航海安全の神として信仰を集める。	【古代】社伝では嵯峨朝の奉斎を伝え、山幸彦の海宮巡幸帰還の地とされる。青島は古来「淡島(あわしま)」とも呼ばれ、霊域として禁足とされた。【中世・近世】長く一般の入島が制限され、藩の管理下で神域として守られた。【近代】明治の社格制度で県社に列し、後に別表神社となった。一般参拝が広く許されるようになり、亜熱帯の景勝とあいまって参詣・観光の地となった。	【祭礼】裸まいり(成人の日)が著名で、参拝者が海に入って禊を行う。例祭のほか海にちなむ神事を伝える。【境内・自然】青島はビロウなど亜熱帯性植物が群生し「青島の亜熱帯性植物群落」として国の特別天然記念物に指定される。島を取り巻く波状岩「鬼の洗濯板(隆起海床と奇形波蝕痕)」も国天然記念物。【信仰】縁結び・安産・航海安全の神として知られ、絵馬や祈りの場が境内に設けられている。	六国史|社伝	青島神社公式 https://aoshima-jinja.jp/
SHR-764	【概要】福岡県久留米市、筑後川(旧千歳川)のほとりに鎮座する全国の水天宮の総本宮。安産・水難除け・水商売の守護として広く信仰される。【祭神】天御中主神を主祭神とし、安徳天皇・高倉平中宮(建礼門院)・二位の尼(平時子)の四柱を祀る。壇ノ浦に沈んだ安徳天皇と平家一門の鎮魂を核とする。【創建・由緒】社伝では、寿永の壇ノ浦の戦い(1185)を生き延びて当地に逃れた女官・按察使局伊勢が、建久年間(1190-99)に安徳天皇と平家一門の霊を祀る祠を建てたことに始まると伝わる。後に久留米藩主有馬氏が現社地に社殿を造営した。【社格・歴史的位置づけ】古代社格はなく、近代社格は県社、現在は別表神社。江戸期に有馬氏が江戸三田の上屋敷に分霊を勧請し、これが現在の東京・日本橋の水天宮の起こりとされる。	【古代・中世】平家滅亡後の鎮魂に発する社で、源平の争乱を背景に成立した。【近世】久留米藩主有馬氏の崇敬を受け、社殿が整えられて藩の保護を得た。文政元年(1818)、藩主有馬頼徳が江戸三田の上屋敷に分霊を勧請し、後に庶民の参拝を許して江戸の水天宮信仰が広まった。【近代】明治の社格制度で県社に列した。安産・子授けの神として「戌の日」の参拝が盛んとなり、全国の水天宮の総本宮として崇敬を集める。	【祭礼】5月の例大祭(春大祭)が著名で、奉納花火などで賑わう。「戌の日」には安産祈願の参拝者が多く訪れる。【建築・境内】筑後川を望む地に社殿が建ち、川の守護・水の神としての性格を伝える。境内には平家ゆかりの史跡や、真木和泉守をまつる末社などがある。【信仰】安産・子授け・水難除け・海上安全の神徳で知られ、全国の水天宮の本源として参詣を集める。	社伝	水天宮(久留米)公式 https://www.suitengu.or.jp/
SHR-922	【概要】滋賀県高島市鵜川、琵琶湖畔に鎮座する式内社で、全国の白鬚神社の総本社とされる。湖中に立つ朱の大鳥居で知られ「近江最古の大社」「近江の厳島」とも称される。【祭神】猿田彦命(さるたひこのみこと)を主祭神とする。既存記録は大山津見神を主祭神とするが、社伝・公式では猿田彦命を主祭神とする。導きの神・長寿の神として信仰される。【創建・由緒】社伝では垂仁天皇の治世に倭姫命が社殿を建てたと伝え、約二千年の歴史を持つ近江最古の社と称する。白く長い髭の老翁の姿で現れた神を祀ることから「白鬚明神」と呼ばれた。【社格・歴史的位置づけ】延喜式神名帳所載の論社とされ、日本三代実録などに神階奉授の記事を残す国史見在社。近代社格は県社、現在は別表神社。延命長寿・縁結び・導きの神として全国の白鬚信仰の源とされる。	【古代】社伝では倭姫命による創建を伝える。日本三代実録など六国史に「比良神」「白鬚神」への神階奉授が見える国史見在社で、古来近江の有力社であった。【中世】白鬚明神として湖西の信仰を集めた。【近世・近代】湖上交通の守護として崇敬され、社殿は豊臣秀頼の寄進と伝わる本殿などを伝える。明治に県社に列し、後に別表神社となった。湖中の大鳥居は伝承・古図に基づき昭和12年(1937)に再建・寄進されたもの。	【祭礼】9月の例祭(なるこ参り)など地域の祭儀を伝え、延命長寿の神徳で知られる。【建築・文化財】桃山期の特色をもつ本殿が国の重要文化財に指定される。【境内・名所】国道161号を挟んで琵琶湖側に立つ朱塗りの湖中大鳥居が象徴で、対岸の沖島を背に湖面に映える景観で知られる。境内背後には古墳群や紫式部の歌碑などもある。	延喜式神名帳|日本三代実録|社伝	白鬚神社公式 http://shirahigejinja.com/
SHR-1000	【概要】栃木県日光市、世界遺産「日光の社寺」の中核をなす徳川家康を祀る霊廟社。豪華絢爛な権現造の社殿群で知られ、全国の東照宮の中心的存在。【祭神】徳川家康を東照大権現として祀り、相殿に源頼朝・豊臣秀吉を配祀する。【創建・由緒】元和2年(1616)に没した家康は、遺言により駿河の久能山に葬られ、翌元和3年(1617)に日光へ改葬されて「東照大権現」の神号のもとに東照社が創建された。家康を神としてまつり、徳川幕府の正統性を象徴する社として営まれた。【社格・歴史的位置づけ】古代社格はなく、近代社格は国幣中社、現在は別表神社。寛永13年(1636)の三代将軍家光による「寛永の大造替」で現在の壮麗な社殿群が整えられた。江戸幕府の権威を体現する近世霊廟建築の頂点とされる。	【近世】元和3年(1617)に天台僧天海らによって東照社が創建され、家康が東照大権現としてまつられた。寛永13年(1636)、家光による大造替で陽明門・本殿など現在の社殿群が完成。歴代将軍の参拝(日光社参)や朝廷からの例幣使の派遣が行われ、幕府の権威の象徴となった。【近代】明治の神仏分離で寺院(輪王寺)と分離され、東照宮として国幣中社に列した。【現代】「日光の社寺」として1999年に世界文化遺産に登録された。	【祭礼】春秋の例大祭で行われる「百物揃千人武者行列(百物揃千人行列)」が著名で、家康の霊柩を日光へ移した際の行列を再現する。【建築・文化財】陽明門(国宝)、本殿・石の間・拝殿(国宝)をはじめ国宝8棟・重要文化財34棟を擁する。「眠り猫」(左甚五郎作と伝)や「三猿」の彫刻、唐門など精緻な装飾で知られる。【境内】杉並木の参道や五重塔、神厩舎などが立ち並び、近世霊廟建築の総体を伝える。	社伝	日光東照宮公式 https://www.toshogu.jp/
SHR-1004	【概要】山梨県甲府市古府中町、戦国大名武田信玄の居館「躑躅ヶ崎館(つつじがさきやかた)」跡に鎮座する近代創建の社。「武田神社」として親しまれる。【祭神】武田信玄(晴信)を主祭神として祀る。【創建・由緒】大正4年(1915)の大正天皇即位に際して信玄に従三位が追贈されたことを契機に、信玄を顕彰する社の創建が進められ、大正6年(1917)に武田氏館跡に鎮座、大正8年(1919)に社殿が竣工した。武田氏三代(信虎・信玄・勝頼)約60年の本拠であった館跡を境内とする。【社格・歴史的位置づけ】古代社格はなく、近代社格は県社、現在は別表神社。甲斐の象徴的人物である信玄を顕彰する近代奉斎の社で、勝運・産業・教育の神として信仰を集める。	【中世】境内地の躑躅ヶ崎館は永正16年(1519)に信虎が築いた武田氏三代の居館で、甲斐統治の政治的中心であった。【近代】明治以降に信玄顕彰の機運が高まり、大正8年(1919)に武田神社が創建された。県社に列した。【現代】後に別表神社となり、甲府を代表する社として参拝を集める。館跡は「武田氏館跡」として国の史跡に指定されている。	【祭礼】信玄の命日にちなむ4月12日の例祭が中心で、神輿渡御や武田二十四将に扮した騎馬武者行列が市街を練り歩く。秋には信玄公祭りも行われる。【建築・文化財】境内には躑躅ヶ崎館当時の堀・土塁・石垣・古井戸などの遺構が残る。宝物殿には太刀「銘一(めいいち)」(国の重要文化財)をはじめ甲冑・刀剣などを収蔵する。【信仰】戦国最強と称された信玄にちなみ、勝運・必勝の神として崇敬される。	社伝	武田神社公式 https://www.takedajinja.or.jp/
SHR-1005	【概要】山形県米沢市丸の内、米沢城本丸跡(松が岬公園)に鎮座する、米沢藩祖の名将上杉謙信を祀る社。「上杉さま」として親しまれる。【祭神】上杉謙信を祭神とする。当初は名君として知られる第9代藩主上杉鷹山(治憲)を合祀したが、明治35年(1902)の別格官幣社列格を機に謙信一柱を祭神とし、鷹山は摂社・松岬神社に分けて祀られた。【創建・由緒】謙信の遺骸は米沢城本丸に安置されて尊崇され、明治9年(1876)に城跡に新たに神殿が成り遷座祭が行われて上杉神社として成立した。明治35年(1902)、勤皇の功により別格官幣社に列せられた。【社格・歴史的位置づけ】古代社格はなく、近代社格は別格官幣社、現在は別表神社。米沢藩上杉家ゆかりの社として、開運招福・諸願成就の神徳で信仰される。	【中世】祭神の謙信は越後を本拠に関東・信濃に勢威を振るった戦国大名で、後に上杉家は会津を経て米沢に移封された。【近世】謙信の遺骸は米沢城本丸に祀られ、上杉家歴代の尊崇を受けた。【近代】明治9年(1876)に城跡に上杉神社が創建され、明治35年(1902)に別格官幣社に列した。大正8年(1919)の米沢大火で社殿を焼失したが、大正12年(1923)に米沢出身の建築家伊東忠太の設計により再建された。	【祭礼】4月から5月にかけての「米沢上杉まつり」が著名で、川中島合戦の再現「川中島合戦」などで賑わう。【建築・文化財】伊東忠太設計の社殿が建つ。稽照殿(宝物殿)には謙信・鷹山ゆかりの遺品、上杉家伝来の甲冑・刀剣・「洛中洛外図屏風」(国宝)など多数の文化財を収蔵する。【摂社】名君上杉鷹山らを祀る摂社・松岬神社を擁する。開運の神として参拝を集める。	社伝	上杉神社公式 https://www.uesugi-jinja.or.jp/
SHR-1010	【概要】長野県安曇野市穂高に鎮座する信濃国三宮の式内社。海神を祖とする安曇(阿曇)族ゆかりの社で、本宮(里宮)のほか上高地に奥宮、奥穂高岳山頂に嶺宮(みねみや)を構える。【祭神】穂高見命(ほたかみのみこと)を主祭神とし、綿津見神(海神)・瓊瓊杵命らを祀る。穂高見命は海神綿津見神の子で安曇族の祖神とされる。【創建・由緒】創建年代は不明で古代に遡る。北九州を本拠に海上交通を司った海人族の安曇族が内陸の安曇野へ移り住み、祖神たる海神・穂高見命を祀ったと伝わる。海の神を内陸の山岳地帯に祀る点に特色がある。【社格・歴史的位置づけ】延喜式神名帳に名神大社として列し、信濃国三宮として崇敬された。近代社格は県社、現在は別表神社。「日本アルプスの総鎮守」とも称される。	【古代】海人族安曇族の内陸移住に伴い祖神を祀ったと伝わる。延喜式神名帳に名神大社として列し、信濃三宮として尊崇された。【中世】信濃の在地の崇敬を集め、奥宮を擁する上高地一帯を含めて霊地とされた。【近世・近代】江戸期も安曇野の総鎮守として尊崇され、明治に県社に列し、後に別表神社となった。穂高岳の山頂に嶺宮を構え、北アルプス登拝の信仰とも結びついた。	【祭礼】9月27日の例大祭「御船祭(おふねまつり)」が著名で、穂高人形を飾った大小の船形の山車(お船)を激しくぶつけ合う、海神を祀る社にふさわしい勇壮な神事として知られる。【建築・文化財】本宮の社殿は20年ごとの式年遷宮の伝統を伝える。境内には御船を展示する施設や、安曇族にちなむ展示がある。【摂末社・奥宮】上高地の明神池畔に奥宮が鎮まり、池に御船を浮かべる「明神池お船まつり(穂高神社奥宮例祭)」が行われる。奥穂高岳山頂に嶺宮を構える。	延喜式神名帳|社伝	穂高神社公式 https://www.hotakajinja.com/
SHR-1013	【概要】兵庫県西宮市に鎮座し、全国に約3500社あるえびす神社の総本社とされる。地元では「えべっさん」「西宮のえべっさん」と親しまれる商売繁盛・福徳の神。【祭神】第一殿に主祭神の蛭子命(えびす大神)、第二殿に天照大御神と大国主大神、第三殿に須佐之男大神を祀る。【創建・由緒】社伝では、神戸の和田岬の沖にあらわれた御神像を西宮に遷し祀ったことに始まるとされ、海から漂着した神を迎える「寄り神(漂着神)」信仰を核とする。古くは廣田神社の境外摂社「南宮」に起源を持つともいわれる。【社格・歴史的位置づけ】中世以来、えびす信仰の広がりとともに西宮の地は人形操りの芸能集団(傀儡子)を介して全国へえびす神を流布する拠点となった。近代社格は県社、戦後は神社本庁の別表神社。蛭子=恵比寿という二系統あるえびす神の蛭子系の中心。	【古代】平安期の創建と伝えられるが確実な記録は乏しく、廣田神社との関係の中で南宮として祀られたとみられる。【中世】西宮を本拠とする傀儡子・えびすかきの芸能者が人形操りによってえびす神の御神徳を全国に広め、えびす信仰の総本社的地位を確立した。商業の発展とともに福神信仰が隆盛した。【近世・近代】江戸期には十日えびすが大いに賑わい、商人の篤い信仰を集めた。近代に県社に列し、戦後は別表神社となった。本殿は戦災で焼失後に再建された。	【例祭・神事】毎年1月9日から11日の「十日えびす」が最大の祭礼で、多くの参拝者で賑わう。10日早朝の表大門開門と同時に本殿を目指して走る「開門神事福男選び」が全国的に知られる。【建築】三連春日造を切妻屋根の三殿で連結した「三連春日造(西宮造)」と呼ばれる特殊な本殿形式をもつ。【文化財】室町期建立と伝える大練塀(土塀)や表大門(赤門)が国の重要文化財。広大な境内には神池や松林が広がる。	社伝|廣田神社関係資料	https://nishinomiya-ebisu.com/
SHR-1014	【概要】島根県松江市美保関町、島根半島東端の美保関に鎮座する式内社。事代主神(えびす神)を祀る全国えびす社の総本社の一とされ、大国主神を祀る出雲大社と並び称される。【祭神】右殿に大御前として三穂津姫命、左殿に大后として事代主神を祀る二殿構成。事代主はえびす神と習合し、海上安全・大漁・商売繁盛の神として信仰される。【創建・由緒】社伝および記紀神話によれば、事代主神が美保の地で釣りを楽しんでいたところに、父大国主神への国譲りの可否を問う使者が訪れ、これに承諾して身を引いたとされ、国譲り神話の重要な舞台とされる。【社格・歴史的位置づけ】『出雲国風土記』や『延喜式神名帳』に見える古社で、出雲国の海の信仰の中心。近代社格は国幣中社、戦後は別表神社。出雲大社が陸(国つ神の祖)、美保神社が海(その御子神)を象徴し、両社を巡拝する習わしが今も残る。	【古代】『出雲国風土記』に美保郷の地名起源として記され、『延喜式神名帳』に「美保神社」として登載される古社。古来、島根半島東端の要港美保関の鎮守として崇敬された。【中世】事代主とえびす信仰の習合が進み、海の守護神・福神として漁業者や廻船業者の信仰を集めた。【近世・近代】北前船など海運の隆盛とともに信仰圏が拡大した。近代に国幣中社に列し、戦後は別表神社となった。本殿は二棟の大社造を装束の間で連結した独特の形式をもつ。	【例祭・神事】4月7日の「青柴垣神事」は、事代主が国譲りののち青柴垣を作って身を隠した神話に基づく神事で、頭人が船上で物忌みを行う厳粛な祭。12月3日の「諸手船神事」は、国譲りの使者が美保へ渡った場面を再現し、二艘の諸手船で競漕する。【建築】二棟の大社造を相の間で結ぶ「美保造(比翼大社造)」の本殿は国の重要文化財。【文化財】奉納された鳴物(楽器)群が国の重要有形民俗文化財。鳴物の神としても知られる。	出雲国風土記|延喜式神名帳|古事記|日本書紀|社伝	http://mihojinja.or.jp/
SHR-1025	【概要】滋賀県高島市鵜川、琵琶湖西岸に鎮座する式内社。近江最古級の大社とされ、全国に分布する白鬚神社の総本社とされる。湖中に立つ朱の大鳥居で知られる。【祭神】主祭神は猿田彦命(白鬚明神)。導きの神・長寿の神として信仰され、椎根津彦命との習合も伝えられる。【創建・由緒】社伝では垂仁天皇の御代の創建と伝えるが確実ではない。白い鬚をたくわえた老翁の姿で示現する明神として、道開き・延命長寿・縁結びの神徳を説く。一説に、湖を渡る人々を導く海(湖)の導き神とされ、安曇川流域に残る阿曇(安曇)地名との関連を指摘する見方もある(地域伝承・推測)。【社格・歴史的位置づけ】『延喜式神名帳』所載の式内社で、近代社格は県社、戦後は別表神社。猿田彦を祀る白鬚信仰の中核として、近江一円および全国の白鬚神社に影響を与えた。	【古代】社伝では垂仁朝創建と伝えるが文献的裏付けは乏しい。『延喜式神名帳』に近江国高島郡の式内社として記載される古社で、湖西の交通の要衝を守る神として崇敬された。【中世】白鬚明神信仰が広がり、各地に勧請された。比叡山との関わりの中で神仏習合的な信仰も展開した。【近世・近代】長寿・導きの神として庶民の信仰を集めた。近代に県社に列し、戦後は別表神社となった。現在の本殿は安土桃山期の建立と伝える。	【例祭・神事】9月の例祭(秋季大祭)のほか、9月初旬の「なるこ参り」など地域の信仰行事が伝わる。【建築・景観】社殿前の琵琶湖中に立つ朱塗りの大鳥居が象徴で、湖上に浮かぶ景観は近江を代表する名勝として知られる(現在の湖中鳥居は近代以降の再建・整備による)。【文化財】桃山様式を伝える本殿が国の重要文化財。境内背後の山腹には岩戸社など多くの摂末社や石造遺物が点在する。	延喜式神名帳|社伝	http://shirahigejinja.com/
SHR-026	【概要】島根県雲南市大東町須賀に鎮座する式内社で、出雲国大原郡の古社。【祭神】須佐之男命を主祭神とし、櫛稲田比売命、清之湯山主三名狭漏彦八嶋野命を配祀すると伝える。【創建・由緒】社伝によれば、須佐之男命がヤマタノオロチを退治して櫛稲田比売を妻とした後、この須賀の地に至り「吾此地に来て、我が御心須賀須賀し」と述べて宮を建てたとされ、これが日本初の宮殿(須賀宮)とされる。記紀神話に基づく「須賀」の地名起源伝承を持つ。【社格・歴史的位置づけ】『出雲国風土記』『延喜式神名帳』に記載される式内社で、出雲神話における須佐之男命の鎮座地として古来重視されてきた。	【古代】記紀および『出雲国風土記』にスサノオの宮造り伝承が記される。【中世】出雲国内の神社として崇敬を集めたが、詳細な記録は乏しい。【近世・近代】須賀の地の鎮守として続き、和歌発祥の地としての伝承とともに知られる。社殿背後の八雲山を神体とする信仰も伝わる。	例祭をはじめ年中の祭祀が行われる。宮を建てた際に須佐之男命が詠んだとされる「八雲立つ出雲八重垣妻籠みに八重垣作るその八重垣を」の歌が、社伝で日本最初の和歌(和歌発祥)とされる点で知られる。社殿背後の八雲山には磐座とされる夫婦岩があり、奥宮的な信仰対象となっている。	古事記(上巻 須佐之男命段)|日本書紀(神代上 第八段)|出雲国風土記(大原郡)|延喜式神名帳(出雲国大原郡)	-
SHR-028	【概要】島根県出雲市斐川町併川に鎮座する式内社で、神在月に出雲へ集った神々が最後に立ち寄り帰路につく「神立(かんたち)」の社として知られる。【祭神】櫛御気奴命(社伝で須佐之男命の別名とする)を主祭神とし、大穴牟遅命・少彦名命・八百万神を祀ると伝える。【創建・由緒】創建年代は不明。社名「万九千」の由来には諸説があり確定しない。神在祭において全国から参集した八百万の神々が、出雲大社等での神議りを終えたのち当社に集い、宴を経て各地へ帰っていくと伝えられる。【社格・歴史的位置づけ】『延喜式神名帳』所載の式内社とされ、出雲の神在信仰の終着点に位置づけられる社である。	【古代】式内社として記録される古社。【中世】出雲の神在信仰の体系のなかで位置づけられたが、詳細は不明。【近世・近代】神々が出雲を去る「神去出(からさで)」の祭場として知られ、近隣の信仰を集めた。地名「併川」は斐伊川の流域に由来する。	旧暦十月の神在祭の終盤に行われる「神等去出祭(からさでさい)」が特徴的な神事で、出雲に滞在した神々を送り出す祭りとされる。神々が宴を催すと伝えられることから直会的な意味を持つ祭祀が伝わる。社殿および境内に神在信仰にまつわる祭場が設けられている。	延喜式神名帳(出雲国)|出雲国風土記(神門郡)	-
